id	team	nation	pos	rating	potential	pace	shooting	passing	dribbling	defending	physical	rare
141111	503	44	ST	69	68	82	66	58	71	46	64	0
141198	110234	9	CDM	69	69	56	63	73	72	65	68	0
142241	1598	95	ST	69	69	74	62	66	78	36	40	1
142720	110395	52	RB	69	71	83	47	71	66	66	65	0
143032	110395	52	ST	69	72	66	67	60	62	45	70	0
143107	111715	52	CDM	69	68	65	54	61	67	71	65	0
143168	110741	52	LW	69	69	91	56	53	78	43	53	1
143200	101085	52	CDM	69	67	66	56	74	71	68	60	0
143603	101083	52	CB	69	67	64	50	64	45	68	73	0
143743	101102	56	GK	69	69	62	76	62	63	23	80	1
144440	319	46	GK	69	67	70	68	57	75	42	69	0
145047	1808	45	RB	69	68	75	47	71	63	69	55	0
145274	2023	45	RM	69	69	81	59	59	74	46	53	0
146058	472	45	RM	69	69	71	64	67	74	40	55	0
146104	459	45	CDM	69	66	50	49	64	50	68	54	0
146753	244	45	CB	69	69	68	44	59	58	67	68	0
146952	459	45	GK	69	70	71	74	68	72	59	63	1
147001	110062	45	LM	69	69	81	60	58	75	36	48	0
147449	111044	54	ST	69	70	70	70	61	68	43	68	0
147498	110227	40	CB	69	69	54	43	56	58	68	71	0
147700	110109	40	RM	69	69	73	68	65	69	54	72	0
148212	100767	40	GK	69	69	71	70	63	67	46	70	0
148526	665	37	GK	69	70	71	67	64	71	50	70	0
148622	111651	34	ST	69	69	34	69	44	55	49	78	1
148634	1913	7	GK	69	69	73	67	63	71	50	68	1
148673	231	36	RB	69	69	70	47	65	55	71	62	0
149572	110741	27	CM	69	67	70	59	68	66	66	64	0
150477	744	18	GK	69	69	71	68	66	70	28	68	0
150514	166	103	RB	69	67	78	63	66	71	51	59	0
152046	110724	13	ST	69	68	68	66	67	68	43	66	0
152356	2007	7	CM	69	70	70	60	64	67	68	70	0
152603	29	70	ST	69	69	72	65	53	61	49	81	1
152795	1891	54	CM	69	69	75	70	71	63	72	65	1
153160	110406	53	CB	69	69	46	45	40	47	69	69	0
153184	111717	52	CB	69	66	43	43	46	45	74	71	0
153185	1861	52	CB	69	69	59	34	54	44	68	69	0
155541	820	13	CB	69	69	59	33	56	49	67	72	0
155757	269	13	CM	69	72	65	63	69	68	66	65	0
156166	14	63	ST	69	69	74	66	46	67	52	78	0
156384	322	47	CM	69	69	77	69	66	78	42	65	1
156421	1879	83	CB	69	70	71	44	66	63	69	72	0
156477	229	7	RB	69	74	80	58	67	75	67	74	0
156506	101114	83	ST	69	68	60	67	55	65	49	79	1
156542	110109	7	RM	69	71	87	67	64	70	50	64	1
156838	160	21	CB	69	69	53	46	58	47	70	73	1
156975	94	42	CB	69	69	64	31	53	50	70	70	1
157515	1881	83	LB	69	70	82	65	66	66	66	70	0
157528	33	21	RM	69	72	78	63	66	71	58	63	0
157741	192	27	CM	69	73	67	58	71	65	64	67	0
158196	1917	18	ST	69	69	71	64	59	70	46	74	0
158333	110500	8	CM	69	70	59	56	67	65	66	65	0
158420	1823	110	CB	69	68	59	43	64	46	68	74	1
158444	31	44	RB	69	69	73	42	63	65	69	66	0
158624	59	18	RB	69	66	64	51	74	63	70	70	0
158657	31	21	GK	69	69	69	74	66	66	56	67	1
158675	417	36	LB	69	65	82	53	65	64	68	63	0
158685	517	54	CB	69	70	41	29	49	45	68	75	0
158777	110329	21	GK	69	70	73	70	60	71	38	64	1
158806	110062	45	RM	69	69	69	60	72	72	48	52	0
158902	17	42	LB	69	67	67	52	74	66	67	66	1
159001	432	46	CB	69	68	44	37	37	30	73	77	1
159577	1799	25	CB	69	71	53	41	56	35	70	72	1
160723	101059	49	RB	69	69	72	39	55	59	71	73	0
161921	919	37	GK	69	68	70	69	64	71	53	68	0
161995	110912	27	ST	69	66	69	70	56	69	48	70	0
162048	189	43	LB	69	69	71	55	63	62	68	61	0
162053	94	14	RB	69	68	62	27	49	40	69	74	0
162054	1792	14	GK	69	69	73	67	72	75	48	63	0
162315	109	14	CB	69	70	69	42	62	61	70	80	1
162776	100765	40	GK	69	73	73	60	63	74	46	71	0
162821	15005	7	CB	69	69	70	33	57	52	69	70	0
162891	1796	14	CM	69	69	68	60	74	70	62	56	0
162928	483	45	CM	69	69	33	64	77	61	66	53	1
162952	110580	52	GK	69	71	69	74	70	66	46	72	1
162980	1961	14	LB	69	66	72	38	68	65	68	61	0
162993	1917	14	RB	69	72	67	45	68	64	70	68	0
163264	1796	14	GK	69	71	71	68	67	72	54	68	0
163766	1917	14	CB	69	70	68	28	42	49	71	76	1
163774	110500	70	ST	69	70	85	65	45	71	41	70	1
164234	322	54	LM	69	74	53	70	69	70	41	68	0
164484	320	46	GK	69	72	63	73	67	68	30	75	0
164581	100409	70	LB	69	70	73	53	65	68	68	66	1
164851	1901	119	LW	69	73	78	58	65	72	41	40	0
165031	1795	58	ST	69	74	80	63	52	72	42	76	0
165176	25	21	ST	69	68	77	65	62	71	47	63	0
165185	4	50	ST	69	68	68	72	35	61	41	77	1
165230	1747	118	LM	69	67	73	60	67	69	42	68	0
165505	1838	52	CB	69	69	68	25	65	54	70	67	0
165546	111292	54	CDM	69	69	63	59	70	64	72	64	0
165547	517	54	RB	69	72	73	56	71	63	70	64	0
165677	111086	37	LM	69	69	77	63	65	72	46	44	0
165716	100087	116	LM	69	70	83	68	65	69	44	68	0
165783	244	52	CDM	69	69	60	57	68	58	68	54	0
165787	110395	52	CM	69	71	78	66	68	70	66	62	0
166710	100766	40	CAM	69	72	63	58	70	67	62	60	0
167445	111042	54	RB	69	71	78	62	67	73	66	52	0
167516	1871	51	CAM	69	71	76	57	63	75	53	69	0
167601	315	40	RB	69	75	79	40	66	60	67	72	0
167661	1877	52	CM	69	70	71	56	70	72	66	65	0
168290	112134	18	RW	69	68	68	66	66	68	51	65	0
168317	433	46	ST	69	70	67	66	61	69	47	72	1
168590	29	21	CDM	69	73	49	56	63	58	71	70	1
168610	320	54	LB	69	69	82	52	66	67	69	68	0
169152	1598	54	CM	69	69	74	59	66	70	68	58	0
169221	110374	49	LM	69	72	78	70	65	71	36	58	0
169345	256	4	LB	69	72	81	57	62	73	70	63	1
169388	1838	27	CAM	69	68	69	65	72	71	59	51	0
169422	517	54	CB	69	68	62	38	48	56	70	78	0
169464	15	136	LM	69	75	85	50	72	75	65	66	1
169792	17	14	LM	69	79	81	69	56	76	47	75	0
170039	1917	14	RB	69	74	68	47	65	64	71	69	1
170159	160	21	LB	69	73	74	63	69	67	67	71	0
170163	1795	14	CAM	69	73	69	74	67	71	51	60	1
170290	142	50	RM	69	72	82	62	63	70	39	58	0
170472	1799	36	LB	69	71	78	61	65	67	68	62	0
170514	200	27	RM	69	64	66	40	60	58	72	62	0
170818	1926	14	ST	69	69	74	72	64	68	56	68	1
170949	100766	40	LB	69	67	66	55	59	56	74	68	0
170966	1882	83	RM	69	70	70	66	68	68	42	63	0
170991	100831	45	RB	69	69	70	60	57	53	72	68	0
171019	97	25	GK	69	68	73	66	69	71	47	68	0
171087	1861	45	CB	69	69	66	56	66	62	69	76	0
171187	571	45	CM	69	68	60	59	70	67	63	62	1
171394	110724	13	LM	69	72	79	72	64	68	47	58	1
171772	110062	45	CB	69	69	60	39	56	39	68	71	0
172322	100764	80	RM	69	70	80	65	68	68	67	66	0
172555	1786	13	ST	69	72	86	66	52	64	41	58	1
172649	670	7	LM	69	70	75	64	68	71	50	47	0
172813	100805	42	LM	69	66	71	63	65	73	60	66	0
173305	39	27	LB	69	68	73	47	65	62	67	57	0
173470	191	4	CM	69	74	78	55	72	81	54	44	1
173614	8	14	CB	69	70	53	26	50	45	68	74	0
173834	88	50	RB	69	73	77	63	70	66	67	67	0
174547	15029	55	CB	69	70	71	66	65	64	71	69	0
174603	112578	53	ST	69	69	70	66	45	62	44	67	0
175367	181	42	ST	69	70	86	64	65	71	42	74	1
175389	614	120	ST	69	70	92	67	60	67	40	67	1
175996	31	21	LM	69	75	82	62	63	72	42	57	0
176007	674	110	RM	69	73	81	61	61	76	59	61	0
176071	689	95	CDM	69	71	70	59	68	66	65	56	0
176841	12	14	ST	69	73	75	65	46	65	48	76	0
176902	112116	55	RW	69	68	90	60	69	68	64	66	1
176948	111766	72	CAM	69	69	45	74	65	67	46	40	1
177106	169	21	LM	69	72	90	63	62	73	42	61	1
177131	1807	118	CB	69	67	60	37	55	49	70	70	1
177137	112513	38	CB	69	74	56	44	64	60	70	72	0
177521	110329	21	RB	69	71	79	61	63	68	68	66	0
177546	110596	48	CAM	69	70	74	65	68	72	41	57	1
177568	210	18	LB	69	66	69	46	68	65	68	66	0
177588	200	27	ST	69	66	54	66	56	61	48	78	1
177723	242	45	GK	69	70	70	78	63	68	52	63	1
177980	1744	60	LW	69	72	78	56	63	75	52	59	0
178132	29	97	RM	69	71	83	66	65	75	39	58	1
178236	569	54	RB	69	72	80	63	61	69	69	72	0
178322	1879	83	LWB	69	75	83	65	66	67	66	63	0
178363	379	80	GK	69	75	70	66	65	69	53	71	0
178451	110912	27	CM	69	72	73	62	71	69	61	61	0
178616	480	45	CAM	69	74	68	62	74	72	52	53	0
178620	1896	123	CM	69	69	62	59	65	59	74	73	1
178625	1860	45	CM	69	72	64	57	74	68	55	56	0
178628	1795	27	ST	69	73	79	64	62	76	41	55	0
179537	246	36	CM	69	75	65	64	67	69	66	70	0
179565	894	47	ST	69	77	78	61	58	75	49	65	0
179731	1881	83	CDM	69	73	71	56	66	68	66	57	0
179736	110144	83	CM	69	73	79	66	68	70	67	66	0
179897	819	24	CB	69	72	69	39	48	38	72	73	0
179909	34	117	CDM	69	71	78	52	63	73	69	62	1
179930	873	37	RM	69	72	80	68	61	70	51	55	0
179973	1843	47	RM	69	73	76	51	69	68	70	62	0
181017	226	54	CB	69	73	68	41	62	61	69	70	0
181276	567	54	RB	69	69	73	52	72	74	68	64	0
181922	1032	54	CM	69	67	67	65	72	71	63	72	0
182133	100766	33	CB	69	72	66	49	59	61	71	72	0
182178	1837	47	RB	69	74	78	42	62	57	70	65	0
182528	110930	140	ST	69	79	78	68	53	70	43	62	0
182713	165	1	CB	69	70	66	33	53	43	70	71	0
182741	10029	21	CB	69	69	58	27	63	49	69	74	0
182822	111271	18	CB	69	69	52	30	55	49	72	69	0
182837	1808	110	LW	69	75	86	70	59	71	41	59	1
183064	110636	165	LB	69	69	78	61	66	68	69	66	0
183125	1795	14	ST	69	75	70	67	50	68	45	67	1
183151	922	36	LW	69	74	78	62	58	72	44	52	0
183365	189	27	CB	69	72	52	24	47	34	70	73	0
183436	100087	54	CB	69	69	39	50	56	52	70	72	0
183519	69	34	CAM	69	75	74	66	66	79	42	62	1
183573	110500	21	CDM	69	72	55	58	66	63	68	64	0
183578	110329	21	CB	69	72	73	36	44	43	71	71	0
183671	111974	27	CB	69	76	69	37	47	47	70	76	0
183682	209	4	CM	69	73	73	68	62	68	69	68	0
183714	1831	21	ST	69	72	68	65	51	62	42	71	1
183736	1906	34	RB	69	70	61	33	67	61	70	70	0
183740	111540	38	RW	69	68	78	65	68	72	44	57	0
183774	1792	14	CB	69	75	60	24	48	42	69	76	0
184069	166	21	ST	69	72	66	70	53	63	49	70	1
184154	2007	7	RM	69	73	73	62	64	73	50	68	0
184189	691	38	CB	69	68	65	44	58	54	71	72	0
184271	62	18	CDM	69	76	71	58	68	72	67	65	0
184285	1715	47	RM	69	72	69	62	66	67	46	52	0
184310	110741	27	LW	69	67	79	60	60	74	45	57	0
184581	1843	27	RW	69	69	80	61	62	70	50	52	0
184747	91	14	ST	69	73	69	70	43	65	48	65	0
184913	674	7	CM	69	69	63	57	65	60	71	69	0
184982	54	52	ST	69	74	64	63	52	66	40	75	1
184999	110109	54	CDM	69	74	72	62	70	71	65	72	0
185090	1823	103	RM	69	75	91	70	63	72	42	68	1
185129	393	22	GK	69	74	72	68	66	73	41	67	0
185316	1917	36	CB	69	74	63	29	57	60	72	74	1
186241	1871	208	RM	69	71	79	64	65	74	40	68	0
186267	25	36	RB	69	75	78	60	71	73	67	60	0
186352	94	198	CB	69	77	72	33	61	38	70	68	0
186422	1939	25	LM	69	76	79	63	61	77	49	58	0
186456	1909	34	CB	69	73	47	61	72	64	69	68	0
186521	459	56	CB	69	74	44	26	36	33	69	72	1
186553	1837	52	RB	69	74	77	59	66	68	66	56	0
186559	12	14	CM	69	74	65	60	69	72	60	57	0
186578	95	50	CM	69	73	68	68	69	69	62	70	0
186719	57	18	ST	69	76	81	67	61	75	42	62	0
186824	110089	117	CDM	69	75	73	30	67	61	68	76	0
186989	1032	83	LWB	69	72	74	53	68	63	67	72	0
187033	1793	14	CB	69	75	65	30	47	47	69	74	1
187078	112096	54	CB	69	66	63	47	63	54	70	68	0
187298	1970	83	CB	69	72	60	48	58	60	70	70	0
187347	100769	40	RB	69	75	80	47	67	67	69	65	0
187478	1878	83	CB	69	69	66	37	56	56	69	74	0
187552	598	54	CB	69	71	46	38	41	33	71	79	1
187572	598	54	CB	69	69	72	63	70	72	70	60	1
187755	569	54	CAM	69	73	66	59	69	70	67	66	0
187789	110109	54	CAM	69	74	72	67	68	75	63	72	1
187998	568	54	GK	69	75	74	68	66	76	33	60	0
188076	1843	27	CM	69	76	63	56	72	69	66	66	0
188197	112679	52	ST	69	69	58	70	57	65	46	77	0
188277	744	54	LB	69	71	74	57	63	62	70	67	0
188390	2007	22	RB	69	71	76	38	69	66	70	66	0
188403	110930	140	CM	69	75	74	54	63	70	64	53	0
188406	673	18	LM	69	73	87	64	62	73	45	66	1
188499	110912	27	CM	69	65	60	58	71	64	65	62	0
188554	100831	45	LM	69	78	76	69	68	77	38	56	1
188599	570	27	ST	69	72	78	67	59	71	45	64	0
188612	110741	27	LW	69	73	70	67	67	71	38	52	0
188756	673	7	LB	69	73	92	53	62	74	68	70	1
188836	12	14	GK	69	78	71	67	65	72	55	68	0
189209	31	21	CAM	69	74	82	61	65	74	41	44	0
189263	36	48	ST	69	69	76	63	63	75	42	65	0
189296	46	1	GK	69	80	75	69	52	74	28	64	0
189432	894	145	ST	69	72	75	67	55	73	45	61	0
189446	1796	14	LM	69	74	84	63	64	71	44	47	0
189502	111050	54	ST	69	76	91	66	59	75	38	52	1
189615	94	14	LB	69	79	82	54	68	66	66	57	0
189701	468	45	CB	69	74	50	56	63	50	71	67	0
189729	111974	47	CB	69	75	69	39	53	52	70	71	0
190093	472	45	LB	69	73	82	51	62	68	68	62	0
190112	110089	40	CM	69	69	70	65	69	67	54	69	0
190122	91	42	RM	69	73	74	62	70	69	60	61	0
190228	1039	54	CAM	69	75	75	68	62	71	40	52	1
190232	111043	54	CDM	69	71	62	62	66	69	69	67	0
190243	100409	47	GK	69	76	71	67	61	71	41	68	0
190357	111046	54	CB	69	67	42	53	54	48	71	71	1
190562	111144	110	LW	69	68	89	61	62	70	49	63	1
190629	111019	52	ST	69	74	82	67	60	76	38	52	0
190637	110089	33	CB	69	72	62	34	53	36	69	70	1
190716	420	101	CM	69	69	89	55	56	74	51	71	1
190717	1807	14	RM	69	75	89	68	60	72	50	70	1
190821	922	36	CM	69	69	73	55	66	74	65	70	0
190906	568	54	CAM	69	69	81	64	71	81	65	55	1
191089	106	14	ST	69	83	70	62	56	70	44	70	0
191154	245	46	RW	69	70	84	60	55	76	38	45	0
191160	110929	140	CB	69	67	63	26	43	28	72	76	0
191431	100764	54	LB	69	71	72	57	68	66	69	71	0
191895	467	54	LM	69	69	81	64	66	72	50	55	1
192105	111292	54	GK	69	69	69	63	64	69	34	75	0
192179	203	133	CB	69	69	81	42	54	54	70	74	1
192205	189	44	CDM	69	75	60	57	70	63	64	67	0
192370	1878	52	CAM	69	74	77	66	67	73	40	58	0
192555	1853	129	CDM	69	75	46	33	57	53	70	70	0
192557	171	21	LB	69	78	75	51	71	71	65	66	0
192565	169	21	CAM	69	76	72	63	70	74	50	46	0
192573	1629	54	CB	69	76	62	40	53	47	67	77	0
192594	110456	60	CB	69	72	59	36	63	53	71	76	0
192596	1853	45	CB	69	74	57	43	56	49	71	69	1
192612	31	10	CM	69	69	67	65	69	75	65	66	1
192641	100409	21	CDM	69	76	59	50	66	61	71	68	1
192645	169	21	ST	69	73	68	65	54	67	48	72	0
192789	483	45	RB	69	76	77	51	62	62	68	64	0
192790	449	45	CM	69	73	66	63	75	72	52	50	1
192955	1914	37	CM	69	75	67	63	71	68	50	54	0
193159	111328	60	ST	69	70	67	67	40	69	42	66	0
193247	256	4	GK	69	74	73	61	63	76	47	68	1
193336	111540	44	GK	69	78	72	63	57	78	53	67	0
193414	111717	52	LM	69	76	69	59	69	70	56	62	0
193415	110770	117	LM	69	78	84	69	60	75	39	56	0
193510	46	52	CB	69	74	55	32	55	40	71	68	1
193584	254	4	LM	69	73	77	68	64	72	45	68	0
193685	247	9	RM	69	69	74	58	68	71	66	66	0
193688	433	46	CB	69	69	68	55	55	50	73	70	0
193739	320	46	CM	69	76	61	52	68	68	69	66	0
193953	226	118	LM	69	75	80	65	67	71	43	68	0
194053	28	21	CB	69	76	61	46	51	38	70	74	1
194091	91	14	LM	69	77	74	59	65	73	48	42	0
194108	1843	44	CM	69	74	65	62	72	69	65	59	0
194171	110929	148	CF	69	75	79	69	53	70	42	64	0
194174	110364	45	RW	69	76	76	61	65	73	39	50	0
194200	1861	45	CB	69	72	66	27	49	42	69	71	0
194647	453	45	GK	69	78	64	75	62	69	56	73	1
194704	111928	81	RM	69	64	85	63	60	75	50	55	1
194795	14	55	RB	69	68	71	45	63	65	70	66	0
194885	1877	52	RM	69	76	75	61	71	66	66	60	0
195010	110109	49	GK	69	69	70	72	60	68	45	69	0
195091	111044	54	CDM	69	75	73	63	61	50	75	68	1
196069	110980	55	RW	69	72	88	58	69	72	68	64	1
196580	110456	108	CB	69	73	68	35	59	47	70	72	0
197062	237	38	CB	69	75	61	47	57	57	68	76	0
197165	112134	95	ST	69	75	72	64	46	67	50	66	0
197973	15029	55	CB	69	72	70	47	65	61	70	74	0
198031	1892	38	CAM	69	77	64	68	67	74	42	55	1
198133	2	34	RB	69	77	73	71	69	70	63	67	1
198193	171	43	RM	69	74	83	66	63	75	40	60	1
198426	111706	52	CAM	69	73	70	62	73	70	60	53	0
198504	171	47	ST	69	82	77	67	56	66	45	65	0
198553	298	72	RB	69	76	87	60	66	70	68	64	1
198900	200	51	CB	69	76	56	43	47	58	69	67	0
198971	673	117	CM	69	69	65	60	64	69	66	72	1
199043	15029	55	GK	69	70	70	71	75	75	36	66	1
199051	10020	18	CB	69	73	56	40	53	52	71	65	0
199195	65	18	CM	69	70	79	55	65	68	66	52	0
199236	983	167	LB	69	77	87	49	66	64	69	66	1
199287	111271	108	CDM	69	76	74	47	62	46	71	51	0
199353	110329	21	LM	69	74	83	66	65	74	44	47	0
199464	110456	18	CB	69	78	66	27	59	54	69	67	0
199752	1516	133	LM	69	74	92	62	57	70	46	63	1
199779	485	21	CB	69	79	54	35	63	61	72	72	0
199829	110062	45	CDM	69	73	56	56	71	62	65	58	0
199854	571	45	LW	69	74	84	54	54	80	35	42	1
199912	1824	21	CAM	69	74	71	60	67	74	41	56	0
200108	245	13	LB	69	78	76	41	67	68	68	70	0
200271	237	38	LW	69	75	83	63	62	78	46	58	1
200302	620	42	LB	69	75	76	35	62	71	69	60	0
200478	91	25	CM	69	78	67	59	68	65	68	65	0
200536	166	21	LM	69	78	88	47	68	70	67	62	1
200702	190	133	LW	69	74	93	59	61	73	39	59	1
200888	1893	38	CDM	69	81	68	53	62	56	71	69	0
201136	294	18	RB	69	76	72	36	67	52	69	61	0
201143	379	18	RB	69	79	70	39	69	64	68	71	0
201265	2	13	ST	69	76	76	69	58	71	39	62	1
201363	110374	54	ST	69	78	80	65	55	76	40	62	0
201908	9	14	RB	69	80	68	28	64	58	72	75	0
201955	13	18	LB	69	79	75	50	64	71	70	64	0
202078	111140	122	RW	69	76	87	63	60	71	49	64	1
202088	25	21	RM	69	74	80	63	66	73	39	53	0
202169	417	95	RM	69	75	93	59	52	75	56	58	1
202371	231	7	RB	69	78	70	67	67	69	70	69	0
202458	1910	34	CAM	69	74	76	58	67	73	39	46	0
202475	1909	20	ST	69	69	75	65	56	83	39	49	1
202491	15	14	CM	69	82	69	57	75	68	51	43	1
202517	7	22	ST	69	69	67	65	48	60	46	76	1
202529	452	45	LB	69	73	78	44	60	64	68	62	0
202539	110	42	ST	69	75	77	70	61	67	39	62	0
202605	433	46	CB	69	76	56	49	54	50	71	70	1
202828	200	27	CM	69	81	64	64	71	67	64	64	0
203030	175	21	CB	69	81	67	41	53	47	70	71	0
203067	111140	56	CDM	69	69	75	61	64	68	67	58	0
203106	485	21	LM	69	81	82	62	69	73	56	53	0
203671	206	52	LW	69	71	85	65	55	74	44	73	1
203699	379	18	ST	69	71	68	65	52	66	43	72	0
203903	245	13	RW	69	80	74	58	62	77	46	53	1
203928	695	59	GK	69	69	69	67	59	78	51	66	0
204040	1043	54	CDM	69	77	72	65	68	70	68	70	0
204099	78	119	ST	69	75	64	64	51	58	46	75	1
204153	33	21	CDM	69	74	68	59	67	64	69	70	0
204214	111974	39	ST	69	74	74	65	53	63	42	75	0
204488	112225	27	ST	69	75	72	65	52	62	45	79	1
204493	100409	4	CM	69	76	62	59	70	67	68	60	1
205330	1823	80	CAM	69	78	81	63	68	68	60	57	0
205452	36	21	CB	69	82	67	43	63	61	70	71	0
205510	110152	60	CAM	69	69	93	67	66	69	63	67	1
205565	1903	34	LB	69	74	67	31	59	57	71	78	1
205603	650	34	ST	69	74	74	63	58	69	53	70	0
205857	110929	140	CB	69	73	65	34	47	47	70	72	0
205895	29	17	CM	69	73	80	63	66	72	60	57	0
205923	1960	50	LB	69	79	76	47	70	65	68	63	0
206222	453	45	CB	69	75	76	49	64	60	72	59	0
206590	483	45	LM	69	81	72	66	68	73	35	50	0
206601	110556	27	RB	69	75	69	37	66	57	68	68	0
206604	111327	55	CB	69	73	64	32	40	43	72	72	0
207510	17	163	ST	69	69	77	65	46	69	48	65	0
207523	175	51	CDM	69	76	67	46	65	68	71	70	0
207566	237	38	CDM	69	85	62	48	63	62	71	72	1
207641	101097	55	RM	69	79	92	66	67	75	64	56	1
207689	112225	22	CM	69	77	79	64	65	72	55	59	0
207711	449	45	ST	69	74	76	63	61	70	38	60	0
207958	111043	54	CB	69	69	54	58	60	64	74	69	0
207993	34	21	LB	69	80	77	43	64	61	72	68	0
208004	245	34	CB	69	79	68	38	64	63	70	66	0
208103	110710	27	RW	69	80	77	64	62	74	37	66	0
208251	206	27	ST	69	80	68	68	40	67	38	68	0
208298	694	52	CAM	69	70	75	63	66	69	50	56	0
208461	1913	34	CM	69	74	67	54	68	68	67	71	0
208670	1913	34	CAM	69	79	70	64	71	72	50	53	0
208722	191	136	LM	69	77	87	67	59	75	43	48	1
208824	55	54	CDM	69	78	66	45	64	67	68	65	0
208828	111050	54	RB	69	75	76	53	65	70	69	66	0
208838	111139	52	LM	69	71	76	58	66	72	42	54	0
208916	112139	183	ST	69	71	75	61	39	65	42	79	1
208923	112139	183	CM	69	74	76	57	70	67	68	64	0
208926	112139	183	GK	69	72	68	67	67	72	46	74	0
208949	605	183	LM	69	75	87	72	61	72	48	51	1
208960	101106	56	CDM	69	69	79	61	70	71	61	60	0
209019	1043	54	LB	69	72	76	58	71	73	66	64	0
209308	1719	54	RB	69	69	77	74	73	68	70	57	1
209567	112390	183	ST	69	72	79	65	57	70	41	69	0
209608	110781	56	LM	69	74	92	62	61	74	44	52	1
210234	237	118	ST	69	79	73	66	62	67	45	78	0
210372	66	18	LW	69	77	78	62	71	75	43	66	0
210404	112124	136	ST	69	74	68	64	54	68	42	66	0
210602	605	183	RM	69	74	85	67	63	73	37	50	1
210603	605	183	RB	69	71	90	57	70	76	68	57	1
212772	231	72	CB	69	72	66	29	49	50	70	72	0
213581	110394	52	RB	69	75	64	46	59	52	69	66	0
214009	101102	56	CDM	69	80	76	50	65	64	68	61	0
215273	1629	54	CB	69	72	56	40	47	41	69	78	1
215533	1908	34	GK	69	76	70	70	64	71	48	67	0
215930	52	10	CB	69	78	69	28	41	52	70	74	0
178086	243	45	GK	69	75	67	76	64	75	55	61	1
7656	112237	27	CDM	69	69	59	49	70	66	71	62	0
194872	100767	40	GK	69	75	67	64	62	74	43	71	0
204709	237	55	ST	69	80	72	65	48	72	42	67	0
195912	112387	167	ST	69	75	67	65	53	66	50	70	0
768	50	54	CB	68	71	53	40	62	56	68	68	0
1102	697	27	GK	68	68	69	70	64	71	42	64	0
2587	1799	14	ST	68	68	52	69	58	61	39	70	0
5231	378	18	RB	68	63	78	50	59	61	69	67	0
7597	39	27	GK	68	66	66	66	60	70	33	78	1
8012	1904	34	LW	68	68	62	71	62	76	48	54	0
8210	665	38	CAM	68	67	73	63	64	71	41	51	0
8264	1892	38	RB	68	66	74	51	66	67	67	65	0
8830	203	27	CM	68	68	53	65	72	67	66	54	0
10584	200	27	CB	68	65	54	56	69	63	72	62	0
12666	689	18	CAM	68	68	64	66	68	71	46	69	0
19687	1873	37	CB	68	68	32	51	63	61	70	68	0
28108	1917	42	LB	68	67	53	48	67	63	67	66	0
28178	83	42	LB	68	68	73	44	67	62	68	74	0
28230	1905	34	RM	68	69	78	55	63	75	38	44	0
34308	300	24	CB	68	67	63	49	56	51	70	69	0
44985	272	13	CB	68	68	36	33	49	40	67	70	0
45080	200	27	CB	68	67	59	37	58	53	69	70	0
46154	1053	54	CB	68	68	71	63	72	76	68	60	1
49026	190	27	ST	68	69	60	60	54	59	47	82	1
49045	82	42	ST	68	70	52	69	58	62	40	66	0
49223	631	42	RM	68	66	60	68	64	70	63	54	1
49613	1838	60	CB	68	67	34	65	68	68	70	80	1
50429	477	61	CAM	68	68	65	65	75	66	42	55	1
50723	1793	14	GK	68	66	66	72	66	70	51	67	1
50763	1952	14	GK	68	68	65	71	70	62	34	73	0
51358	1908	34	CB	68	68	33	40	58	43	70	72	0
51373	3	14	CAM	68	68	53	65	67	66	55	62	0
51513	1961	42	RM	68	67	69	64	68	68	62	47	0
52682	463	45	LB	68	68	73	56	71	64	68	58	0
52778	900	47	LB	68	67	70	60	65	62	68	76	0
53011	162	21	CB	68	66	44	34	51	47	70	73	0
53409	1807	14	CB	68	68	59	30	50	37	70	66	1
53435	97	133	CB	68	68	62	42	34	40	70	78	1
53521	14	14	ST	68	68	52	67	60	64	50	79	1
53585	1960	14	CB	68	68	34	26	49	40	69	77	0
53604	1808	42	CB	68	68	50	25	60	50	67	67	1
53719	97	14	CM	68	68	69	63	69	67	61	60	1
53759	1795	82	CB	68	67	70	32	61	54	69	66	0
53849	1793	63	CDM	68	67	60	56	58	59	71	71	1
100329	1952	136	CB	68	67	30	40	47	42	70	75	1
100758	94	25	LM	68	67	71	55	67	69	68	68	0
100807	1884	22	GK	68	68	65	70	66	70	27	68	0
101015	480	83	CF	68	68	71	70	64	72	41	60	0
101803	165	44	CDM	68	69	53	59	65	58	69	80	1
102088	112487	27	CM	68	67	59	57	72	64	70	62	0
107305	379	18	CB	68	71	62	42	59	56	66	74	0
107494	110915	27	GK	68	67	66	64	61	68	26	72	0
108075	614	54	ST	68	68	68	68	64	71	39	64	0
112778	571	45	CDM	68	67	61	60	62	64	68	68	0
116655	110326	18	CDM	68	66	55	69	69	59	66	72	1
118054	111395	21	LW	68	68	64	66	68	73	45	59	0
122445	100634	117	CM	68	66	67	59	65	69	65	57	0
134746	1793	28	CB	68	67	48	34	49	48	69	74	1
135095	111043	54	CB	68	68	71	29	44	40	70	70	0
135447	1039	54	CB	68	68	63	51	36	33	67	70	0
136285	110765	167	CAM	68	68	81	65	60	70	41	50	0
136601	982	167	GK	68	69	67	69	70	68	35	68	0
137261	100409	21	RB	68	68	64	36	56	48	70	66	0
137277	687	95	CM	68	68	69	64	64	65	60	62	0
137510	1913	34	CB	68	69	51	45	63	47	68	72	0
