week	formation	idx	starter	slot	name	rating
34	f343	3	1	LCB	John O'Shea	77
34	f343	4	1	RM	Aaron Hunt	80
34	f343	5	1	RCM	Nigel de Jong	80
34	f343	6	1	LCM	Ander Herrera	80
34	f343	7	1	LM	Pedro Morales	77
34	f343	8	1	RW	Edin Dzeko	84
34	f343	9	1	ST	Antonio Di Natale	86
34	f343	10	1	LW	Mario Gotze	86
34	f343	11	0	GK	Keylor Navas	74
34	f343	12	0	LB	Mounir Hamoud	64
34	f343	13	0	LM	Callum Harriott	64
34	f343	14	0	CAM	Faycal Fajr	73
34	f343	15	0	CAM	Shkelzen Gashi	67
34	f343	16	0	ST	Ryan Stevenson	64
34	f343	17	0	ST	Dwight Gayle	71
35	f343	0	1	GK	Wilfredo Caballero	80
35	f343	1	1	RCB	Semih Kaya	81
35	f343	2	1	CB	Andreas Granqvist	79
35	f343	3	1	LCB	Luciano Fabian Monzon	74
35	f343	4	1	RM	Samir Nasri	87
35	f343	5	1	RCM	Christian Bolanos	74
35	f343	6	1	LCM	Javier Morales	77
35	f343	7	1	LM	Salvador Agra	74
35	f343	8	1	RW	Lucas	83
35	f343	9	1	ST	Rodrigo Palacio	83
35	f343	10	1	LW	Wilfried Bony	81
35	f343	11	0	GK	Mathew Ryan	73
35	f343	12	0	CB	Robin Knoche	72
35	f343	13	0	CAM	Lee Myung Joo	70
35	f343	14	0	LM	Guido Burgstaller	72
35	f343	15	0	RW	Edgar Salli	71
35	f343	16	0	ST	Fabian Klos	70
35	f343	17	0	ST	Kike	71
36	f343	0	1	GK	Marcelo Grohe	78
36	f343	1	1	RCB	Jeremy Morel	74
36	f343	2	1	CB	Bakary Kone	74
36	f343	3	1	LCB	Loic Perrin	81
36	f343	4	1	RM	Ganso	79
36	f343	5	1	RCM	Iborra	79
36	f343	6	1	LCM	Dries Mertens	82
36	f343	7	1	LM	Daniel Wass	74
36	f343	8	1	RW	Amauri	78
36	f343	9	1	ST	Antonio Di Natale	87
36	f343	10	1	LW	Wissam Ben Yedder	79
36	f343	11	0	GK	Simone Colombi	71
36	f343	12	0	LB	Per Egil Flo	64
36	f343	13	0	CB	Nathan Pond	64
36	f343	14	0	LM	Davide Calla	64
36	f343	15	0	CF	Federico Higuain	74
36	f343	16	0	ST	Fernando Cavenaghi	73
36	f343	17	0	ST	Rubin Okotie	71
37	f3412	0	1	GK	Marcelo Barovero	77
37	f3412	1	1	RCB	Alessandro Budel	72
37	f3412	2	1	CB	Richard Dunne	74
37	f3412	3	1	LCB	Gum	73
37	f3412	4	1	RM	Petter Vaagan Moen	73
37	f3412	5	1	RCM	Dillon Powers	69
37	f3412	6	1	LCM	Jesus Datolo	74
37	f3412	7	1	LM	Jadson	80
37	f3412	8	1	CAM	Landon Donovan	80
37	f3412	9	1	RS	Bobby Zamora	77
37	f3412	10	1	LS	Walter	74
37	f3412	11	0	GK	Krzysztof Kaminski	64
37	f3412	12	0	RB	Johan Larsson	64
37	f3412	13	0	CB	Adam Danch	71
37	f3412	14	0	RM	Jota	64
37	f3412	15	0	CM	Karim Laribi	64
37	f3412	16	0	ST	Alex Revell	64
37	f3412	17	0	ST	Romarinho	73
38	f3412	0	1	GK	Jon Busch	70
38	f3412	1	1	RCB	Nenad Djordjevic	69
38	f3412	2	1	CB	Lucio	79
38	f3412	3	1	LCB	Dudu Paraiba	69
38	f3412	4	1	RM	Marco Paixao	70
38	f3412	5	1	RCM	Edu Bedia	64
38	f3412	6	1	LCM	Pedro Morales	79
38	f3412	7	1	LM	Marco Pappa	71
38	f3412	8	1	CAM	Alex	82
38	f3412	9	1	RS	Keirrison	73
38	f3412	10	1	LS	Jermain Defoe	84
39	f3412	0	1	GK	Dan Kennedy	73
39	f3412	1	1	RCB	Luka Krajnc	64
39	f3412	2	1	CB	Bobby Boswell	71
39	f3412	3	1	LCB	Nicolai Hogh	69
39	f3412	4	1	RM	Carmona	71
39	f3412	5	1	RCM	Guzman	64
39	f3412	6	1	LCM	Felipe Sanchon	72
39	f3412	7	1	LM	Mohamed Elyounoussi	70
39	f3412	8	1	CAM	Dejan Lekic	73
39	f3412	9	1	RS	Guido Marilungo	73
39	f3412	10	1	LS	Conor Casey	70
40	f343	0	1	GK	Kim Young Kwang	74
40	f343	1	1	RCB	Mounir Hamoud	68
40	f343	2	1	CB	Martin Linnes	70
40	f343	3	1	LCB	Jung In Whan	69
40	f343	4	1	RM	Nabil Bahoui	70
40	f343	5	1	RCM	Tobias Eriksson	64
40	f343	6	1	LCM	Mike Jensen	73
40	f343	7	1	LM	Simon Lundevall	64
40	f343	8	1	RW	Mauricio Molina	74
40	f343	9	1	ST	Lee Dong	79
40	f343	10	1	LW	Bradley Wright-Phillips	73
40	f343	11	0	GK	Sten Michael Grytebust	70
40	f343	12	0	RB	Emil Salomonsson	64
40	f343	13	0	RM	Zlatko Tripic	64
40	f343	14	0	RM	Nick DeLeon	64
40	f343	15	0	ST	Patrick McEleney	64
40	f343	16	0	CM	Gary McCabe	64
40	f343	17	0	ST	Erick Torres	69
41	f343	0	1	GK	Sean Johnson	70
41	f343	1	1	RCB	Kim Jin Kyu	73
41	f343	2	1	CB	Vegard Forren	77
41	f343	3	1	LCB	Alexander Milosevic	72
41	f343	4	1	RM	Haris Radetinac	71
41	f343	5	1	RCM	Christian Grindheim	73
41	f343	6	1	LCM	Martin Ericsson	73
41	f343	7	1	LM	Emil Forsberg	64
41	f343	8	1	RW	Thierry Henry	80
41	f343	9	1	ST	Jermain Defoe	85
41	f343	10	1	LW	Fagner	71
41	f343	11	0	GK	Mathias Dyngeland	64
41	f343	12	0	CB	Garry Buckley	64
41	f343	13	0	CB	Chad Marshall	71
41	f343	14	0	LM	Lee Jong Ho	64
41	f343	15	0	ST	Matthias Vilhjalmsson	64
41	f343	16	0	ST	Dom Dwyer	64
41	f343	17	0	ST	Rory Patterson	64
42	f3412	0	1	GK	Steve Clark	71
42	f3412	1	1	RCB	Liam Ridgewell	72
42	f3412	2	1	CB	Matias Cahais	73
42	f3412	3	1	LCB	Mauricio Romero	73
42	f3412	4	1	RM	Leonardo	73
42	f3412	5	1	RCM	Diego Valeri	78
42	f3412	6	1	LCM	Osvaldo Martinez	73
42	f3412	7	1	LM	Daniel Luduena	77
42	f3412	8	1	CAM	Jonathan Estrada	70
42	f3412	9	1	RS	Jonatan Soriano	77
42	f3412	10	1	LS	Robbie Keane	80
42	f3412	11	0	GK	Alexander Lund Hansen	69
42	f3412	12	0	CB	Jason McGuinness	64
42	f3412	13	0	LM	Bernardo Anor	64
42	f3412	14	0	LM	Sylvester Igboun	72
42	f3412	15	0	RM	Christopher Wernitznig	64
42	f3412	16	0	ST	Vojo Ubiparip	64
42	f3412	17	0	ST	Ricardo Santos	64
43	f451	0	1	GK	Jonathan Orozco	77
43	f451	1	1	RB	Gonzalo Fierro	74
43	f451	2	1	RCB	Drew Moor	69
43	f451	3	1	LCB	Oscar Duarte	72
43	f451	4	1	LB	Nils-Eric Johansson	70
43	f451	5	1	RM	Adam Fraczczak	64
43	f451	6	1	RCM	Christian Schneuwly	72
43	f451	7	1	CM	Fernando Arce	73
43	f451	8	1	LCM	Yassine Chikhaoui	74
43	f451	9	1	LM	Hernan Dario Burbano	72
43	f451	10	1	ST	Gustavo Canales	74
43	f451	11	0	GK	Jan Novota	69
43	f451	12	0	LM	Geoffrey Mujangi Bia	71
43	f451	13	0	CB	Jasmin Sudic	64
43	f451	14	0	LM	Michael Duffy	64
43	f451	15	0	ST	Christian Gytkjaer	64
43	f451	16	0	ST	Olmes Garcia	64
43	f451	17	0	ST	Mateusz Piatkowski	64
44	f3412	0	1	GK	Andrey Dikan	78
44	f3412	1	1	RCB	Lars Vilsvik	73
44	f3412	2	1	CB	Jan Simunek	73
44	f3412	3	1	LCB	Domenico Criscito	81
44	f3412	4	1	RM	Billy Ketkeophomphone	68
44	f3412	5	1	RCM	Anders Svensson	74
44	f3412	6	1	LCM	Jaime Valdes	78
44	f3412	7	1	LM	Mark Gonzalez	77
44	f3412	8	1	CAM	Alexandr Kokorin	80
44	f3412	9	1	RS	Raul Jimenez	73
44	f3412	10	1	LS	Artem Dzyuba	78
44	f3412	11	0	GK	Bill Hamid	71
44	f3412	12	0	LB	Ermir Lenjani	64
44	f3412	13	0	CM	Lee Nguyen	64
44	f3412	14	0	CAM	Santos	71
44	f3412	15	0	ST	Laurent Depoitre	64
44	f3412	16	0	ST	Marco Djuricin	64
44	f3412	17	0	ST	Junior Dutra	71
45	f3412	0	1	GK	Benjamin Lecomte	71
45	f3412	1	1	RCB	Jeffrey Gouweleeuw	73
45	f3412	2	1	CB	Lamine Sane	77
45	f3412	3	1	LCB	Ken Reichel	71
45	f3412	4	1	RM	Sebastien Le Toux	72
45	f3412	5	1	RCM	Antoine Devaux	73
45	f3412	6	1	LCM	Braulio Leal	70
45	f3412	7	1	LM	Thiago Neves	81
45	f3412	8	1	CAM	Lasse Schone	74
45	f3412	9	1	RS	Jonatan Soriano	79
45	f3412	10	1	LS	Salomon Rondon	80
45	f3412	11	0	GK	Davino Verhulst	64
45	f3412	12	0	CB	Evan McMillan	64
45	f3412	13	0	CB	Chris Schuler	64
45	f3412	14	0	LM	Baba	71
45	f3412	15	0	ST	Rory Gaffney	64
45	f3412	16	0	ST	Henok Goitom	72
45	f3412	17	0	ST	Ilijan Micanski	71
46	f3412	0	1	GK	Allan McGregor	74
46	f3412	1	1	RCB	Eric Dier	74
46	f3412	2	1	CB	Douglas	77
46	f3412	3	1	LCB	James Chester	73
46	f3412	4	1	RM	Romain Danze	74
46	f3412	5	1	RCM	Cesc Fabregas	89
46	f3412	6	1	LCM	Gylfi Sigurdsson	80
46	f3412	7	1	LM	Anthony Mounier	79
46	f3412	8	1	CAM	Mathieu Valbuena	85
46	f3412	9	1	RS	Dorlan Pabon	77
46	f3412	10	1	LS	Lucas Pratto	78
46	f3412	11	0	GK	Andrey Sinitsin	64
46	f3412	12	0	RM	Diego Rolan	71
46	f3412	13	0	LM	Lim Sang Hyup	64
46	f3412	14	0	RM	Chris Humphrey	69
46	f3412	15	0	ST	Kenwyne Jones	74
46	f3412	16	0	LW	Memphis Depay	80
46	f3412	17	0	ST	Simon Makienok	70
47	f4321	0	1	GK	Kevin Trapp	81
47	f4321	1	1	RB	Branislav Ivanovic	81
47	f4321	2	1	RCB	Nicolas Nkoulou	83
47	f4321	3	1	LCB	Eliseu	78
47	f4321	4	1	LB	Jordi Alba	83
47	f4321	5	1	RCM	Erik Lamela	82
47	f4321	6	1	CM	Edgar Prib	74
47	f4321	7	1	LCM	Nolito	80
47	f4321	8	1	RF	Thierry Henry	81
47	f4321	9	1	LF	Obafemi Martins	79
47	f4321	10	1	ST	Stevan Jovetic	85
47	f4321	11	0	GK	Carlos Idriss Kameni	77
47	f4321	12	0	RB	Martin Linnes	73
47	f4321	13	0	LM	Michail Antonio	72
47	f4321	14	0	RW	Luciano Narsingh	78
47	f4321	15	0	RM	Karim Bellarabi	73
47	f4321	16	0	ST	Yun Il Lok	71
47	f4321	17	0	ST	Sebastian Andersson	64
48	f4321	0	1	GK	Samir Handanovic	86
48	f4321	1	1	RB	Lewis Dunk	69
48	f4321	2	1	RCB	Ryan Shawcross	80
48	f4321	3	1	LCB	Emir Spahic	80
48	f4321	4	1	LB	Maxwell	80
48	f4321	5	1	RCM	Radja Nainggolan	81
48	f4321	6	1	CM	Morgan Schneiderlin	79
48	f4321	7	1	LCM	Dimitri Payet	82
48	f4321	8	1	RF	Antonio Di Natale	88
48	f4321	9	1	LF	Diego Costa	87
48	f4321	10	1	ST	Jackson Martinez	82
48	f4321	11	0	GK	Nick Marsman	71
48	f4321	12	0	CDM	Bibras Natkho	78
48	f4321	13	0	LM	Zurutuza	74
48	f4321	14	0	CAM	Benjamin Nivet	77
48	f4321	15	0	CAM	Marko Stankovic	69
48	f4321	16	0	ST	Mark Uth	70
48	f4321	17	0	RW	Lucas Simon	69
49	f3412	0	1	GK	Hugo Lloris	85
49	f3412	1	1	RCB	Lorik Cana	81
49	f3412	2	1	CB	Leonardo Bonucci	81
49	f3412	3	1	LCB	Aleksandar Kolarov	80
49	f3412	4	1	RM	Angel Di Maria	89
49	f3412	5	1	RCM	Aiden McGeady	80
49	f3412	6	1	LCM	Steven Defour	79
49	f3412	7	1	LM	Landon Donovan	81
49	f3412	8	1	CAM	Thomas Muller	90
49	f3412	9	1	RS	Danny Welbeck	80
49	f3412	10	1	LS	Robert Lewandowski	89
49	f3412	11	0	GK	Etrit Berisha	72
49	f3412	12	0	LB	Walter Ayovi	71
49	f3412	13	0	CDM	Pierre-Emile Hojbjerg	64
49	f3412	14	0	CAM	Riku Riski	71
49	f3412	15	0	ST	Rodrigo Mora	74
49	f3412	16	0	ST	Niall McGinn	73
49	f3412	17	0	ST	Yuri	73
