type	assetId	name	resourceId	rating	rare	category	teamid
kit	14	Rapid Wien	6300431	70	0	2	254
kit	14	Tromsø IL	6300432	70	0	2	418
kit	14	AIK	6300433	70	0	2	433
kit	14	Dynamo Dresden	6300434	70	0	2	503
kit	14	Ternana	6300435	70	0	2	570
kit	14	Colorado Rapids	6300436	70	0	2	694
kit	14	Houston Dynamo	6300437	70	0	2	698
kit	14	Houston Dynamo	6300438	70	0	5	698
kit	14	BK Häcken	6300439	70	0	2	711
kit	14	Vålerenga Fotball	6300440	70	0	2	920
kit	14	Ulsan Hyundai FC	6300441	70	0	2	1473
kit	14	Pohang Steelers	6300442	70	0	2	1474
kit	14	Modena	6300443	70	0	2	1744
kit	14	Mons	6300444	70	0	2	1747
kit	14	FC Nordsjælland	6300445	70	0	2	1788
kit	14	Burnley	6300446	70	0	2	1796
kit	14	Burnley	6300447	70	0	2	1796
kit	14	Gil Vicente	6300448	70	0	2	1888
kit	14	Belenenses	6300449	70	0	2	1889
kit	14	NAC Breda	6300450	70	0	2	1904
kit	14	NAC Breda	6300451	70	0	5	1904
kit	14	NEC	6300452	70	0	2	1910
kit	14	PEC Zwolle	6300453	70	0	2	1914
kit	14	Bournemouth	6300454	70	0	2	1943
kit	14	Bournemouth	6300455	70	0	5	1943
kit	14	SC Paderborn 07	6300456	70	0	2	10030
kit	14	KV Kortrijk	6300457	70	0	2	100081
kit	14	OH Leuven	6300458	70	0	2	100087
kit	14	Vancouver Whitecaps	6300459	70	0	2	101112
kit	14	Vancouver Whitecaps	6300460	70	0	5	101112
kit	14	Tiburones Rojos de Veracruz	6300461	70	0	2	110145
kit	14	Amkar Perm	6300462	70	0	2	110234
kit	14	Atlético de Rafaela	6300463	70	0	2	110392
kit	14	Olimpo Bahía Blanca	6300464	70	0	2	110398
kit	14	FSV Frankfurt	6300465	70	0	2	110596
kit	14	KV Mechelen	6300466	70	0	2	110724
kit	14	Waasland-Beveren	6300467	70	0	2	110913
kit	14	Unión Española	6300468	70	0	2	110977
kit	14	Colo Colo	6300469	70	0	2	110980
kit	14	Argentinos Juniors	6300470	70	0	2	111019
kit	14	Portland Timbers	6300471	70	0	2	111140
kit	14	Portland Timbers	6300472	70	0	5	111140
kit	14	Olhanense	6300473	70	0	2	111540
kit	14	CD O'Higgins	6300474	70	0	2	112116
kit	14	Philadelphia Union	6300475	70	0	2	112134
kit	14	Philadelphia Union	6300476	70	0	5	112134
kit	14	FC Volga Nizhniy Novgorod	6300477	70	0	2	112217
kit	14	Novara	6300478	70	0	2	112225
kit	14	Charlton Athletic	6300479	69	0	2	89
kit	14	Lierse	6300480	69	0	2	239
kit	14	Aarhus GF	6300481	69	0	2	271
kit	14	Viking FK	6300482	69	0	2	300
kit	14	IFK Göteborg	6300483	69	0	2	319
kit	14	Erzgebirge Aue	6300484	69	0	2	506
kit	14	Al Ittihad (Jeddah)	6300485	69	0	2	607
kit	14	Al Ittihad (Jeddah)	6300486	69	0	5	607
kit	14	Charleroi	6300487	69	0	2	670
kit	14	Columbus Crew	6300488	69	0	2	687
kit	14	D.C. United	6300489	69	0	2	688
kit	14	New England Revolution	6300490	69	0	2	691
kit	14	Aalborg BK	6300491	69	0	2	820
kit	14	FC Zürich	6300492	69	0	2	894
kit	14	Seongnam Ilhwa Chunma	6300493	69	0	2	981
kit	14	Jeju United FC	6300494	69	0	2	1478
kit	14	Empoli	6300495	69	0	2	1746
kit	14	Cercle Brugge	6300496	69	0	2	1750
kit	14	Aalesunds FK	6300497	69	0	2	1755
kit	14	Karlsruher SC	6300498	69	0	2	1832
kit	14	Real Murcia CF	6300499	69	0	2	1855
kit	14	RKC Waalwijk	6300500	69	0	2	1905
kit	14	RKC Waalwijk	6300501	69	0	5	1905
kit	14	Bristol City	6300502	69	0	2	1919
kit	14	Barnsley	6300503	69	0	2	1932
kit	14	CE Sabadell FC	6300504	69	0	2	15021
kit	14	Gimnasia y Esgrima La Plata	6300505	69	0	2	101084
kit	14	Independiente	6300506	69	0	2	110093
kit	14	SV Sandhausen	6300507	69	0	2	110178
kit	14	Tom Tomsk	6300508	69	0	2	110233
kit	14	FC Barcelona B	6300509	69	0	2	110704
kit	14	FC Barcelona B	6300510	69	0	5	110704
kit	14	Real Madrid Castilla	6300511	69	0	2	110710
kit	14	Real Madrid Castilla	6300512	69	0	5	110710
kit	14	FC Sion	6300513	69	0	2	110770
kit	14	CD Cobreloa	6300514	69	0	2	110979
kit	14	Śląsk Wrocław	6300515	69	0	2	111092
kit	14	FC Ural	6300516	69	0	2	111264
kit	14	CD Huachipato	6300517	69	0	2	111327
kit	14	Toronto FC	6300518	69	0	2	111651
kit	14	Deportivo Pasto	6300519	69	0	2	111723
kit	14	Juve Stabia	6300520	69	0	2	112124
kit	14	Varese	6300521	69	0	2	112237
kit	14	Al Fateh (Al Ahsa)	6300522	69	0	2	112390
kit	14	Deportes Iquique	6300523	69	0	2	112531
kit	14	Itagüí	6300524	69	0	2	112578
kit	14	FC Metz	6300525	64	1	2	68
kit	14	Aberdeen	6300526	64	1	2	77
kit	14	Motherwell	6300527	64	1	2	83
kit	14	Arminia Bielefeld	6300528	64	1	2	159
kit	14	CD Tenerife	6300529	64	1	2	260
kit	14	Brøndby IF	6300530	64	1	2	269
kit	14	Odense Boldklub	6300531	64	1	2	272
kit	14	Górnik Zabrze	6300532	64	1	2	420
kit	14	Deportivo Alavés	6300533	64	1	2	463
kit	14	SD Eibar	6300534	64	1	2	467
kit	14	CD Numancia	6300535	64	1	2	477
kit	14	VfR Aalen	6300536	64	1	2	550
kit	14	Inverness Caledonian Thistle	6300537	64	1	2	620
kit	14	SC Cambuur	6300538	64	1	2	647
kit	14	FC Luzern	6300539	64	1	2	897
kit	14	SK Brann	6300540	64	1	2	919
kit	14	Angers SCO	6300541	64	1	2	1530
kit	14	Randers FC	6300542	64	1	2	1786
kit	14	Milton Keynes Dons	6300543	64	1	2	1798
kit	14	Coventry City	6300544	64	1	2	1800
kit	14	Preston North End	6300545	64	1	2	1801
kit	14	Preston North End	6300546	64	0	2	1801
kit	14	Córdoba CF	6300547	64	1	2	1867
kit	14	Wisła Kraków	6300548	64	1	2	1873
kit	14	Peterborough United	6300549	64	1	2	1938
kit	14	St. Johnstone	6300550	64	1	2	100804
kit	14	Millonarios FC	6300551	64	1	2	101105
kit	14	CD Mirandés	6300552	64	1	2	110069
kit	14	Quilmes Atlético Club	6300553	64	1	2	110554
kit	14	Dijon Football	6300554	64	1	2	110569
kit	14	Crotone	6300555	64	1	2	110734
kit	14	Jagiellonia Białystok	6300556	64	1	2	110745
kit	14	Zagłębie Lubin	6300557	64	1	2	110749
kit	14	Incheon United FC	6300558	64	1	2	110765
kit	14	CD Lugo	6300559	64	1	2	110831
kit	14	Santiago Wanderers	6300560	64	1	2	110976
kit	14	Chivas USA	6300561	64	1	2	111070
kit	14	Cúcuta Deportivo	6300562	64	1	2	111721
kit	14	Al Ettifaq (Dammam)	6300563	64	1	2	112096
kit	14	Latina	6300564	64	1	2	112487
kit	14	Envigado FC	6300565	64	1	2	112526
kit	14	Deportes Antofagasta	6300566	64	1	2	112533
kit	14	Kilmarnock	6300567	64	1	2	82
kit	14	Dundee United	6300568	64	1	2	181
kit	14	Dundee United	6300569	64	1	5	181
kit	14	Lillestrøm SK	6300570	64	1	2	299
kit	14	Yeovil Town	6300571	64	1	2	346
kit	14	Ross County	6300572	64	1	2	631
kit	14	Djurgårdens IF	6300573	64	1	2	710
kit	14	SV Ried	6300574	64	1	2	780
kit	14	Ruch Chorzów	6300575	64	1	2	874
kit	14	Kalmar FF	6300576	64	1	2	1439
kit	14	Esbjerg fB	6300577	64	1	2	1445
kit	14	Busan I'Park	6300578	64	1	2	1476
kit	14	FC Midtjylland	6300579	64	1	2	1516
kit	14	FC Thun	6300580	64	1	2	1715
kit	14	Le Havre AC	6300581	64	1	2	1738
kit	14	Sheffield United	6300582	64	1	2	1794
kit	14	Rotherham United	6300583	64	1	2	1797
kit	14	Bradford City	6300584	64	1	2	1804
kit	14	Chamois Niortais FC	6300585	64	1	2	1813
kit	14	FC Istres	6300586	64	1	2	1820
kit	14	Bari	6300587	64	1	2	1848
kit	14	Chesterfield	6300588	64	1	2	1924
kit	14	Brentford	6300589	64	1	2	1925
kit	14	Colchester United	6300590	64	1	2	1935
kit	14	Notts County	6300591	64	1	2	1937
kit	14	Notts County	6300592	64	0	2	1937
kit	14	Leyton Orient	6300593	64	1	2	1958
kit	14	Avellino	6300594	64	1	2	2038
kit	14	Go Ahead Eagles	6300595	64	1	2	100632
kit	14	Go Ahead Eagles	6300596	64	1	5	100632
kit	14	Independiente Medellín	6300597	64	1	2	101103
kit	14	Tours FC	6300598	64	1	2	110326
kit	14	Korona Kielce	6300599	64	0	2	111083
kit	14	Piast Gliwice	6300600	64	0	2	111086
kit	14	Lechia Gdańsk	6300601	64	0	2	111091
kit	14	Brisbane Roar	6300602	64	0	2	111395
kit	14	Central Coast Mariners	6300603	64	0	2	111396
kit	14	GyeongNam FC	6300604	64	0	2	111588
kit	14	AC Arles-Avignon	6300605	64	0	2	111989
kit	14	Cittadella	6300606	64	0	2	111993
kit	14	Virtus Lanciano	6300607	64	0	2	112020
kit	14	Rangers de Talca	6300608	64	0	2	112110
kit	14	Melbourne Heart	6300609	64	0	2	112224
kit	14	Western Sydney Wanderers	6300610	64	0	2	112427
kit	14	Atlético Huila	6300611	64	0	2	112528
kit	14	Everton de Viña del Mar	6300612	64	0	2	112584
kit	14	Ñublense	6300613	64	0	2	112585
kit	14	Hibernian	6300614	64	0	2	81
kit	14	LB Châteauroux	6300615	64	0	2	212
kit	14	Nîmes Olympique	6300616	64	0	2	224
kit	14	AEK Athens	6300617	64	0	2	278
kit	14	Stevenage	6300618	64	0	2	361
kit	14	Real Jaén CF	6300619	64	0	2	471
kit	14	KV Oostende	6300620	64	0	2	682
kit	14	IFK Norrköping	6300621	64	0	2	702
kit	14	Odds Ballklubb	6300622	64	0	2	1456
kit	14	Chunnam Dragons	6300623	64	0	2	1475
kit	14	IK Start	6300624	64	0	2	1524
kit	14	Partick Thistle	6300625	64	0	2	1754
kit	14	Gillingham	6300626	64	0	2	1802
kit	14	US Créteil-Lusitanos	6300627	64	0	2	1812
kit	14	Stade Lavallois	6300628	64	0	2	1814
kit	14	Clermont Foot	6300629	64	0	2	1815
kit	14	Hønefoss BK	6300630	64	0	2	1841
kit	14	Swindon Town	6300631	64	0	2	1934
kit	14	Tranmere Rovers	6300632	64	0	2	15048
kit	14	St. Mirren	6300633	64	0	2	100805
kit	14	St. Mirren	6300634	64	0	5	100805
kit	14	Audax Italiano	6300635	64	0	2	101097
kit	14	Pogoń Szczecin	6300636	64	0	2	110746
kit	14	Crawley Town	6300637	64	0	2	110890
kit	14	Cobresal	6300638	64	0	2	110978
kit	14	CSD Palestino	6300639	64	0	2	111328
kit	14	Adelaide United	6300640	64	0	2	111393
kit	14	Newcastle Jets	6300641	64	0	2	111398
kit	14	Perth Glory	6300642	64	0	2	111399
kit	14	Sydney FC	6300643	64	0	2	111400
kit	14	Åtvidabergs FF	6300644	64	0	2	111835
kit	14	Carpi	6300645	64	0	2	112409
kit	14	Zawisza Bydgoszcz	6300646	64	0	2	112512
kit	14	Unión La Calera	6300647	64	0	2	112535
kit	14	Rangers	6300648	64	0	2	86
kit	14	Rangers	6300649	64	0	5	86
kit	14	Crewe Alexandra	6300650	64	0	2	121
kit	14	Widzew Łódź	6300651	64	0	2	301
kit	14	FC Aarau	6300652	64	0	2	434
kit	14	FC St. Gallen	6300653	64	0	2	898
kit	14	Daejeon Citizen	6300654	64	0	2	980
kit	14	FK Haugesund	6300655	64	0	2	1463
kit	14	Portsmouth	6300656	64	0	2	1790
kit	14	Walsall	6300657	64	0	2	1803
kit	14	FC Lausanne-Sport	6300658	64	0	2	1862
kit	14	Oldham Athletic	6300659	64	0	2	1920
kit	14	Port Vale	6300660	64	0	2	1928
kit	14	Cheltenham Town	6300661	64	0	2	1936
kit	14	Bury	6300662	64	0	2	1945
kit	14	Scunthorpe United	6300663	64	0	2	1949
kit	14	Wacker Innsbruck	6300664	64	0	2	2045
kit	14	Daegu FC	6300665	64	0	2	2056
kit	14	Cracovia	6300666	64	0	2	110747
kit	14	Podbeskidzie Bielsko-Biała	6300667	64	0	2	111087
kit	14	Gefle IF	6300668	64	0	2	111277
kit	14	Melbourne Victory	6300669	64	0	2	111397
kit	14	IF Brommapojkarna	6300670	64	0	2	111705
kit	14	Wellington Phoenix	6300671	64	0	2	111766
kit	14	Wolfsberger AC	6300672	64	0	2	111822
kit	14	Gangwon FC	6300673	64	0	2	112115
kit	14	Sarpsborg 08 FF	6300674	64	0	2	112199
kit	14	Universidad de Concepción	6300675	64	0	2	112534
kit	14	Heart of Midlothian	6300676	64	0	2	80
kit	14	Shrewsbury Town	6300677	64	0	2	127
kit	14	Shamrock Rovers	6300678	64	0	2	306
kit	14	Viborg FF	6300679	64	0	2	1443
kit	14	SønderjyskE	6300680	64	0	2	1447
kit	14	Carlisle United	6300681	64	0	2	1480
kit	14	Östers IF	6300682	64	0	2	1870
kit	14	Plymouth Argyle	6300683	64	0	2	1929
kit	14	Northampton Town	6300684	64	0	2	1930
kit	14	Oxford United	6300685	64	0	2	1951
kit	14	Southend United	6300686	64	0	2	1954
kit	14	Burton Albion	6300687	64	0	2	15015
kit	14	Once Caldas	6300688	64	0	2	101106
kit	14	SC Wiener Neustadt	6300689	64	0	2	111373
kit	14	Admira Wacker	6300690	64	0	2	111821
kit	14	Mjällby AIF	6300691	64	0	2	112072
kit	14	Fleetwood Town	6300692	64	0	2	112260
kit	14	Syrianska FC	6300693	64	0	2	112267
kit	14	Sandnes Ulf	6300694	64	0	2	112374
kit	14	Al Faisaly (Harmah)	6300695	64	0	2	112389
kit	14	Al Taawoun (Buraidah)	6300696	64	0	2	112393
kit	14	Najran SC	6300697	64	0	2	112395
kit	14	Al Shoulla (Al Kharj)	6300698	64	0	2	112407
kit	14	Exeter City	6300699	63	0	2	143
kit	14	Halmstads BK	6300700	63	0	2	321
kit	14	Sligo Rovers	6300701	63	0	2	563
kit	14	Wycombe Wanderers	6300702	63	0	2	1933
kit	14	Hartlepool United	6300703	63	0	2	1941
kit	14	Torquay United	6300704	63	0	2	1946
kit	14	Rochdale	6300705	63	0	2	1955
kit	14	Bristol Rovers	6300706	63	0	2	1962
kit	14	AFC Wimbledon	6300707	63	0	2	112259
kit	14	Trapani	6300708	63	0	2	112410
kit	14	CA Bastia	6300709	63	0	2	112549
kit	14	Alianza Petrolera	6300710	63	0	2	112579
kit	14	Morecambe	6300711	62	0	2	357
kit	14	Dagenham & Redbridge	6300712	62	0	2	373
kit	14	St. Patrick's Athletic	6300713	62	0	2	423
kit	14	Sogndal Fotball	6300714	62	0	2	1465
kit	14	Mansfield Town	6300715	62	0	2	1940
kit	14	York City	6300716	62	0	2	1948
kit	14	Accrington Stanley	6300717	62	0	2	110313
kit	14	SV Grödig	6300718	62	0	2	112022
kit	14	Newport County	6300719	62	0	2	112254
kit	14	Al Raed (Buraidah)	6300720	62	0	2	112392
kit	14	FC Vestsjælland	6300721	62	0	2	112424
kit	14	Patriotas Boyacá	6300722	62	0	2	112527
kit	14	Derry City	6300723	61	0	2	445
kit	14	Dundalk FC	6300724	61	0	2	837
kit	14	Limerick FC	6300725	61	0	2	111285
kit	14	Cork City	6300726	60	0	2	422
kit	14	Shelbourne	6300727	60	0	2	834
kit	14	Drogheda United	6300728	60	0	2	1572
kit	14	Boyacá Chicó	6300729	60	0	2	112019
kit	14	Bohemian FC	6300730	59	0	2	305
kit	14	Deportes Quindío	6300731	59	0	2	112525
kit	14	Al Nahdha (Dammam)	6300732	59	0	2	112676
kit	14	Bray Wanderers	6300733	58	0	2	838
kit	14	La Equidad	6300734	58	0	2	112523
kit	14	Al Orubah (Skaka)	6300735	58	0	2	112675
kit	14	U.C.D.	6300736	57	0	2	111132
kit	14	ICE BREAKER HOME	6300737	99	0	2	7200
kit	14	ICE BREAKER AWAY	6300738	99	0	2	7201
kit	14	FUT LEGENDS	6300739	99	0	2	112658
kit	14	FUT LEGENDS	6300740	99	0	5	112658
kit	15	FC Barcelona	6400000	89	1	3	241
kit	15	Real Madrid	6400001	89	1	3	243
kit	15	Bayern München	6400002	88	1	3	21
kit	15	Manchester City	6400003	87	1	3	10
kit	15	Manchester United	6400004	87	1	3	11
kit	15	Juventus	6400005	87	1	3	45
kit	15	Chelsea	6400006	86	1	3	5
kit	15	Borussia Dortmund	6400007	86	1	3	22
kit	15	Tottenham Hotspur	6400008	85	1	3	18
kit	15	Paris Saint-Germain	6400009	85	1	3	73
kit	15	Atlético de Madrid	6400010	85	1	3	240
kit	15	Arsenal	6400011	84	1	3	1
kit	15	Inter	6400012	84	1	3	44
kit	15	Napoli	6400013	84	1	3	48
kit	15	Fiorentina	6400014	84	1	3	110374
kit	15	Liverpool	6400015	83	1	3	9
kit	15	Lazio	6400016	83	1	3	46
kit	15	Milan	6400017	83	1	3	47
kit	15	Roma	6400018	83	1	3	52
kit	15	FC Porto 	6400019	83	1	3	236
kit	15	Valencia CF	6400020	83	1	3	461
kit	15	Newcastle United	6400021	82	1	3	13
kit	15	FC Schalke 04	6400022	82	1	3	34
kit	15	Fulham	6400023	82	1	3	144
kit	15	VfL Wolfsburg	6400024	82	1	3	175
kit	15	SL Benfica	6400025	82	1	3	234
kit	15	Galatasaray SK	6400026	82	1	3	325
kit	15	Zenit St. Petersburg	6400027	82	1	3	100769
kit	15	Everton	6400028	81	1	3	7
kit	15	Bayer 04 Leverkusen	6400029	81	1	3	32
kit	15	AS Monaco	6400030	81	1	3	69
kit	15	Olympique de Marseille	6400031	81	1	3	219
kit	15	Athletic Club de Bilbao	6400032	81	1	3	448
kit	15	Real Sociedad	6400033	81	1	3	457
kit	15	Sevilla FC	6400034	81	1	3	481
kit	15	Swansea City	6400035	81	1	3	1960
kit	15	Borussia M'gladbach	6400036	80	1	3	23
kit	15	Hamburger SV	6400037	80	1	3	28
kit	15	VfB Stuttgart	6400038	80	1	3	36
kit	15	Atalanta	6400039	80	1	3	39
kit	15	Udinese	6400040	80	1	3	55
kit	15	Olympique Lyonnais	6400041	80	1	3	66
kit	15	CSKA Moskva	6400042	80	1	3	315
kit	15	Málaga CF	6400043	80	1	3	573
kit	15	Atlético Mineiro	6400044	80	1	3	1035
kit	15	Stoke City	6400045	80	1	3	1806
kit	15	Spartak Moskva	6400046	80	1	3	100767
kit	15	Shakhtar Donetsk	6400047	80	1	3	101059
kit	15	Southampton	6400048	79	0	3	17
kit	15	West Ham United	6400049	79	0	3	19
kit	15	Parma	6400050	79	0	3	50
kit	15	LOSC Lille	6400051	79	0	3	65
kit	15	Sunderland	6400052	79	0	3	106
kit	15	West Bromwich Albion	6400053	79	0	3	109
kit	15	Sporting CP	6400054	79	0	3	237
kit	15	Ajax	6400055	79	0	3	245
kit	15	PSV	6400056	79	0	3	247
kit	15	Olympiacos CFP	6400057	79	0	3	280
kit	15	Dinamo Moskva	6400058	79	0	3	312
kit	15	Real Betis Balompié	6400059	79	0	3	449
kit	15	Hannover 96	6400060	79	0	3	485
kit	15	Cruzeiro	6400061	79	0	3	568
kit	15	São Paulo	6400062	79	0	3	598
kit	15	Corinthians	6400063	79	0	3	1041
kit	15	Internacional	6400064	79	0	3	1048
kit	15	Grêmio	6400065	79	0	3	1629
kit	15	AS Saint-Etienne	6400066	79	0	3	1819
kit	15	Eintracht Frankfurt	6400067	79	0	3	1824
kit	15	Cagliari	6400068	79	0	3	1842
kit	15	Braga	6400069	79	0	3	1896
kit	15	1899 Hoffenheim	6400070	79	0	3	10029
kit	15	Anzhi Makhachkala	6400071	79	0	3	100766
kit	15	Catania	6400072	79	0	3	110364
kit	15	Genoa	6400073	79	0	3	110556
kit	15	Aston Villa	6400074	78	0	3	2
kit	15	Queens Park Rangers	6400075	78	0	3	15
kit	15	Werder Bremen	6400076	78	0	3	38
kit	15	Girondins de Bordeaux	6400077	78	0	3	59
kit	15	Montpellier HSC	6400078	78	0	3	70
kit	15	Stade Rennais	6400079	78	0	3	74
kit	15	Bologna	6400080	78	0	3	189
kit	15	RCD Espanyol	6400081	78	0	3	452
kit	15	Botafogo	6400082	78	0	3	517
kit	15	Fluminense	6400083	78	0	3	567
kit	15	Flamengo	6400084	78	0	3	1043
kit	15	Norwich City	6400085	78	0	3	1792
kit	15	Getafe CF	6400086	78	0	3	1860
kit	15	Lokomotiv Moskva	6400087	78	0	3	100765
kit	15	Rubin Kazan	6400088	78	0	3	110227
kit	15	Newell's Old Boys	6400089	78	0	3	110396
kit	15	SC Freiburg	6400090	77	0	3	25
kit	15	Torino	6400091	77	0	3	54
kit	15	Hertha BSC	6400092	77	0	3	166
kit	15	1. FSV Mainz 05	6400093	77	0	3	169
kit	15	1. FC Nürnberg	6400094	77	0	3	171
kit	15	Chievo Verona	6400095	77	0	3	192
kit	15	Feyenoord	6400096	77	0	3	246
kit	15	Palmeiras	6400097	77	0	3	383
kit	15	PAOK FC	6400098	77	0	3	393
kit	15	RC Celta de Vigo	6400099	77	0	3	450
kit	15	Real Valladolid	6400100	77	0	3	462
kit	15	Elche CF	6400101	77	0	3	468
kit	15	CA Osasuna	6400102	77	0	3	479
kit	15	Rayo Vallecano	6400103	77	0	3	480
kit	15	Villarreal CF	6400104	77	0	3	483
kit	15	Vasco da Gama	6400105	77	0	3	569
kit	15	Palermo	6400106	77	0	3	1843
kit	15	Levante UD	6400107	77	0	3	1853
kit	15	Boca Juniors	6400108	77	0	3	1877
kit	15	Wigan Athletic	6400109	77	0	3	1917
kit	15	Vélez Sarsfield	6400110	77	0	3	101088
kit	15	Granada CF	6400111	77	0	3	110832
kit	15	OGC Nice	6400112	76	0	3	72
kit	15	Celtic	6400113	76	0	3	78
kit	15	Hellas Verona	6400114	76	0	3	206
kit	15	FC Lorient	6400115	76	0	3	217
kit	15	Anderlecht	6400116	76	0	3	229
kit	15	Standard Liège	6400117	76	0	3	232
kit	15	Santos	6400118	76	0	3	1053
kit	15	Reading	6400119	76	0	3	1793
kit	15	Toulouse FC	6400120	76	0	3	1809
kit	15	Sampdoria	6400121	76	0	3	1837
kit	15	Hull City	6400122	76	0	3	1952
kit	15	Cardiff City	6400123	76	0	3	1961
kit	15	Tigres U.A.N.L.	6400124	76	0	3	1970
kit	15	FC Augsburg	6400125	76	0	3	100409
kit	15	Coritiba	6400126	76	0	3	111044
kit	15	Bolton Wanderers	6400127	75	0	3	4
kit	15	1. FC Kaiserslautern	6400128	75	0	3	29
kit	15	FC Sochaux	6400129	75	0	3	226
kit	15	Club Brugge	6400130	75	0	3	231
kit	15	RCD Mallorca	6400131	75	0	3	453
kit	15	Al Hilal (Riyadh)	6400132	75	0	3	605
kit	15	RC Genk	6400133	75	0	3	673
kit	15	FC København	6400134	75	0	3	819
kit	15	Monterrey	6400135	75	0	3	1032
kit	15	Crystal Palace	6400136	75	0	3	1799
kit	15	Brighton & Hove Albion	6400137	75	0	3	1808
kit	15	UD Almería	6400138	75	0	3	1861
kit	15	América	6400139	75	0	3	1879
kit	15	AZ	6400140	75	0	3	1906
kit	15	FC Twente	6400141	75	0	3	1908
kit	15	Vitesse	6400142	75	0	3	1909
kit	15	Estudiantes de La Plata	6400143	75	0	3	101083
kit	15	Racing Club de Avellaneda	6400144	75	0	3	101085
kit	15	Kuban Krasnodar	6400145	75	0	3	110089
kit	15	Portuguesa	6400146	75	0	3	111292
kit	15	Nottingham Forest	6400147	74	1	3	14
kit	15	1. FC Köln	6400148	74	1	3	31
kit	15	SC Bastia	6400149	74	1	3	58
kit	15	Pescara	6400150	74	1	3	200
kit	15	Real Zaragoza	6400151	74	1	3	244
kit	15	Stade de Reims	6400152	74	1	3	379
kit	15	FC Basel	6400153	74	1	3	896
kit	15	San Lorenzo de Almagro	6400154	74	1	3	1013
kit	15	Monarcas Morelia	6400155	74	1	3	1028
kit	15	Atlético Paranaense	6400156	74	1	3	1039
kit	15	Bahia	6400157	74	1	3	1598
kit	15	Vitória	6400158	74	1	3	1719
kit	15	Watford 	6400159	74	1	3	1795
kit	15	Siena	6400160	74	1	3	1838
kit	15	River Plate	6400161	74	1	3	1876
kit	15	Cruz Azul	6400162	74	1	3	1878
kit	15	Panathinaikos FC	6400163	74	1	3	1884
kit	15	Atlético Nacional	6400164	74	1	3	101100
kit	15	Santos Laguna	6400165	74	1	3	110144
kit	15	Club Atlético Colón	6400166	74	1	3	110406
kit	15	Valenciennes FC	6400167	74	1	3	110456
kit	15	Eintracht Braunschweig	6400168	74	1	3	110500
kit	15	Fortuna Düsseldorf	6400169	74	1	3	110636
kit	15	Orlando Pirates	6400170	74	1	3	110930
kit	15	Goiás	6400171	74	1	3	111042
kit	15	Criciúma	6400172	74	1	3	111046
kit	15	Náutico	6400173	74	1	3	111050
kit	15	Seattle Sounders	6400174	74	1	3	111144
kit	15	Évian Thonon Gaillard FC	6400175	74	1	3	111271
kit	15	FC Krasnodar	6400176	74	1	3	112218
kit	15	Blackburn Rovers	6400177	73	1	3	3
kit	15	Leeds United	6400178	73	1	3	8
kit	15	Middlesbrough	6400179	73	1	3	12
kit	15	FC Nantes	6400180	73	1	3	71
kit	15	Derby County	6400181	73	1	3	91
kit	15	Leicester City	6400182	73	1	3	95
kit	15	Millwall	6400183	73	1	3	97
kit	15	Wolverhampton Wanderers	6400184	73	1	3	110
kit	15	Red Bull Salzburg	6400185	73	1	3	191
kit	15	RC Deportivo	6400186	73	1	3	242
kit	15	AC Ajaccio	6400187	73	1	3	614
kit	15	AA Gent	6400188	73	1	3	674
kit	15	Rio Ave	6400189	73	1	3	744
kit	15	Livorno	6400190	73	1	3	1844
kit	15	Guadalajara	6400191	73	1	3	1880
kit	15	Toluca	6400192	73	1	3	1882
kit	15	Paços de Ferreira	6400193	73	1	3	1892
kit	15	FC Utrecht	6400194	73	1	3	1903
kit	15	SC Heerenveen	6400195	73	1	3	1913
kit	15	Lokeren	6400196	73	1	3	2007
kit	15	SV Zulte-Waregem	6400197	73	1	3	15005
kit	15	Universidad de Chile	6400198	73	1	3	15029
kit	15	Pachuca	6400199	73	1	3	110147
kit	15	Lanús	6400200	73	1	3	110395
kit	15	León	6400201	73	1	3	110781
kit	15	Kaizer Chiefs	6400202	73	1	3	110929
kit	15	Ponte Preta	6400203	73	1	3	111043
kit	15	Montreal Impact	6400204	73	1	3	111139
kit	15	Tijuana	6400205	73	1	3	111678
kit	15	Sassuolo	6400206	73	1	3	111974
kit	15	TSV 1860 München	6400207	72	1	3	33
kit	15	En Avant Guingamp	6400208	72	1	3	62
kit	15	Birmingham City	6400209	72	1	3	88
kit	15	Energie Cottbus	6400210	72	1	3	162
kit	15	SpVgg Greuther Fürth	6400211	72	1	3	165
kit	15	Austria Wien	6400212	72	1	3	256
kit	15	Rosenborg BK	6400213	72	1	3	298
kit	15	Stade Brestois	6400214	72	1	3	378
kit	15	Molde FK	6400215	72	1	3	417
kit	15	Real Sporting de Gijón	6400216	72	1	3	459
kit	15	UD Las Palmas	6400217	72	1	3	472
kit	15	New York Red Bulls	6400218	72	1	3	689
kit	15	Sporting KC	6400219	72	1	3	696
kit	15	Los Angeles Galaxy	6400220	72	1	3	697
kit	15	FC Seoul	6400221	72	1	3	982
kit	15	1. FC Union Berlin	6400222	72	1	3	1831
kit	15	Legia Warszawa	6400223	72	1	3	1871
kit	15	U.N.A.M.	6400224	72	0	3	1881
kit	15	Nacional	6400225	72	0	3	1891
kit	15	Marítimo	6400226	72	0	3	1893
kit	15	Académica	6400227	72	0	3	1901
kit	15	Blackpool	6400228	72	0	3	1926
kit	15	Estoril	6400229	72	0	3	10020
kit	15	Deportivo Cali	6400230	72	0	3	101102
