id	team	nation	pos	rating	potential	pace	shooting	passing	dribbling	defending	physical	rare	strength	ballcontrol	shotpower	skillmoves	fkaccuracy
197391	922	36	RB	72	75	80	65	71	72	71	66	0	71	72	76	2	67
197885	449	110	LM	72	76	94	54	59	76	45	58	1	59	68	63	2	55
197937	71	136	CB	72	85	63	46	51	40	70	74	1	91	63	78	1	59
198017	110832	18	RM	72	76	90	64	64	75	57	70	1	75	70	84	2	47
198082	15	126	CM	72	74	78	53	71	79	73	66	1	76	72	76	2	36
198175	1908	34	ST	72	78	82	69	54	71	44	71	0	74	73	77	2	58
198200	70	18	CDM	72	80	63	47	65	62	74	69	0	73	75	64	1	58
198394	144	46	LM	72	81	81	64	68	78	41	58	1	61	75	64	2	61
198631	1861	45	ST	72	75	78	70	50	70	42	68	0	64	75	81	2	48
198706	9	45	CF	72	81	69	67	74	76	39	49	1	60	80	64	2	52
198726	468	117	ST	72	80	84	66	50	69	43	73	1	74	71	82	2	36
198831	383	54	LW	72	77	78	65	64	76	40	61	0	60	74	70	2	58
198836	74	18	CDM	72	78	59	51	67	66	72	67	0	64	69	62	2	48
198863	112225	52	RW	72	71	82	70	64	71	44	72	0	70	71	74	2	61
198890	1719	54	CM	72	72	60	62	67	61	73	70	0	70	61	62	3	67
199183	1961	167	CAM	72	75	76	64	71	72	53	48	0	51	74	61	2	69
199189	7	14	CAM	72	86	79	63	71	72	59	65	0	73	82	75	2	55
199266	106	167	CAM	72	77	76	70	65	74	52	77	0	75	74	75	2	65
199474	232	54	CB	72	72	72	41	57	54	74	76	1	85	55	57	1	37
199482	66	38	GK	72	84	73	70	67	78	59	69	0	48	25	35	0	25
199526	280	23	GK	72	78	76	68	74	78	32	69	0	74	25	35	0	25
199550	246	34	LB	72	77	69	46	65	60	76	78	1	86	67	62	1	45
199576	461	45	CDM	72	80	57	38	64	59	73	69	1	84	68	59	1	52
199652	229	7	CAM	72	83	71	60	72	73	51	49	0	50	76	70	2	67
199666	206	52	CDM	72	82	68	54	72	65	69	57	0	61	77	66	1	59
199692	1032	83	CB	72	80	72	48	61	60	72	78	0	77	69	61	1	35
199715	481	45	LM	72	79	78	66	68	77	42	62	1	75	81	67	2	60
200111	245	34	RB	72	77	86	51	72	72	69	72	1	68	75	74	2	39
200275	1908	129	LW	72	77	78	60	65	79	46	54	1	57	75	55	3	73
200434	46	98	RB	72	82	90	58	71	73	69	69	1	79	76	69	1	51
201016	25	21	RB	72	75	77	51	65	69	72	58	0	60	68	81	1	49
201024	673	18	CB	72	78	73	31	42	41	71	78	1	93	53	52	1	32
201103	379	54	LM	72	73	82	70	71	75	44	58	1	56	72	71	3	77
201223	50	117	CM	72	80	78	57	74	70	67	69	0	65	76	72	1	54
201299	110741	27	GK	72	84	74	70	62	80	33	66	1	45	26	34	0	25
201454	1819	97	LB	72	81	77	55	69	69	71	70	0	73	75	79	1	68
201509	449	45	LM	72	79	87	63	60	81	47	54	1	56	79	67	2	48
201529	200	27	CB	72	78	66	37	58	58	73	74	1	84	61	59	1	26
201537	452	45	CB	72	77	66	29	59	44	73	68	0	74	55	30	1	46
201890	598	54	RW	72	77	88	60	64	82	41	59	1	46	76	63	2	52
201956	485	136	CB	72	77	70	44	64	53	74	73	1	84	66	72	1	60
201966	298	36	ST	72	72	71	71	49	57	49	78	0	82	61	75	1	66
202054	55	54	CB	72	73	66	44	50	46	74	68	0	78	50	60	1	41
202115	100409	21	LB	72	75	79	47	66	70	72	63	0	69	73	62	1	46
202399	101100	56	CDM	72	71	73	69	74	69	71	63	1	64	69	70	1	50
202515	243	45	LM	72	83	87	72	66	85	40	53	1	58	85	75	3	70
202672	1842	54	LB	72	78	73	52	71	73	69	67	0	74	74	70	1	59
202685	111974	27	ST	72	80	77	66	54	72	44	76	0	70	76	77	2	56
202746	245	140	CAM	72	79	80	60	69	77	44	53	0	37	83	58	2	52
202848	52	27	LW	72	76	83	66	64	76	39	50	1	42	72	67	2	51
202857	110500	21	RM	72	78	80	64	69	76	44	57	0	62	76	76	3	58
203119	1043	54	CAM	72	80	84	64	70	77	46	64	1	54	73	66	3	63
203279	101059	54	CAM	72	84	91	64	75	82	46	56	1	56	81	67	2	58
203296	234	54	LB	72	75	79	60	69	75	71	64	0	75	73	70	1	62
203376	78	34	CB	72	78	66	63	64	60	71	79	1	91	68	74	1	72
203633	229	7	RW	72	83	84	62	66	76	48	61	0	58	73	63	2	66
203796	1908	55	CM	72	78	71	70	71	74	46	44	0	48	79	73	2	71
203797	110975	55	RM	72	69	90	63	69	74	55	54	1	47	68	65	3	61
203872	101085	52	ST	72	71	82	69	60	78	41	69	1	46	76	72	2	72
204171	217	118	CAM	72	75	78	71	68	74	53	69	1	71	74	75	2	71
204276	453	26	ST	72	76	66	71	49	64	47	76	0	76	73	79	1	52
204407	1879	57	ST	72	66	81	64	53	71	42	78	0	68	65	67	2	54
204690	256	4	ST	72	76	86	64	56	70	42	62	1	58	69	66	2	30
204738	1909	57	RW	72	77	89	64	64	76	54	57	1	71	74	67	2	60
204820	181	42	CAM	72	74	86	62	62	80	50	57	1	65	79	71	4	39
204838	1879	83	ST	72	78	78	68	60	71	44	76	0	80	70	73	2	45
204970	219	18	RM	72	84	82	63	68	75	41	54	0	64	76	75	3	53
205498	206	54	CDM	72	85	79	60	76	75	60	56	1	55	81	69	2	74
205545	573	38	CB	72	81	67	53	67	60	72	76	0	72	67	58	2	54
205878	1884	22	GK	72	80	76	68	65	78	31	69	1	64	28	25	0	25
205995	247	34	LB	72	81	80	54	72	75	71	72	0	73	74	77	2	41
206254	468	8	RM	72	72	77	58	71	73	48	68	0	60	70	54	2	62
206273	100769	40	CAM	72	80	82	58	70	77	57	51	0	57	75	57	2	37
207409	55	10	GK	72	72	76	72	60	76	59	70	0	70	25	25	0	25
207420	1719	54	CB	72	72	55	32	59	55	72	67	0	67	55	32	2	59
207441	101085	52	ST	72	85	83	69	71	79	49	69	1	51	75	79	3	70
207677	46	60	ST	72	73	76	68	55	74	44	70	0	56	74	75	2	60
207715	55	60	CF	72	84	81	71	62	81	37	57	1	48	84	74	3	58
207725	245	34	CB	72	77	57	30	60	55	72	79	1	88	63	45	1	30
208012	110930	140	RM	72	76	81	60	59	77	40	47	1	54	78	62	2	71
208022	232	133	ST	72	83	92	66	58	70	50	73	1	63	69	70	2	46
208418	69	7	LM	72	78	79	69	72	75	40	56	0	57	75	77	2	76
209236	1041	54	CDM	72	81	66	64	71	66	71	66	0	73	77	82	1	49
210281	111678	52	CDM	72	73	57	54	68	59	72	72	1	83	69	76	1	67
210296	244	55	ST	72	83	77	69	55	72	36	68	0	61	70	77	2	55
210935	111974	27	RW	72	85	80	66	67	74	42	59	0	60	82	74	2	70
211110	1843	52	CF	72	84	84	72	61	80	43	57	1	39	75	67	3	72
211124	1892	59	ST	72	72	81	67	68	73	56	70	0	60	71	79	2	52
211249	1877	60	CDM	72	75	72	50	68	68	75	74	1	84	68	64	1	41
211293	200	10	ST	72	75	81	70	56	71	41	68	0	65	72	72	1	58
212208	480	52	CB	72	81	65	34	71	59	73	66	0	67	70	44	1	34
212218	448	18	CB	72	84	54	30	58	49	74	70	0	74	66	35	1	45
212310	479	58	ST	72	76	78	70	56	68	37	70	0	58	71	73	2	64
213113	1842	60	CM	72	78	79	64	74	78	52	50	1	58	80	58	2	68
140392	1013	52	ST	72	68	82	56	70	75	51	65	0	55	74	61	1	63
1001	33	23	GK	71	72	75	70	66	73	35	67	0	67	25	27	0	25
1046	210	18	CM	71	71	58	70	76	72	58	43	1	43	72	70	3	76
1210	206	27	CDM	71	72	59	61	72	63	70	73	0	70	71	76	1	65
3363	1793	14	CB	71	71	58	54	74	67	74	73	0	73	67	54	3	74
3395	15	14	RM	71	71	88	69	64	79	41	49	1	33	72	72	2	69
3467	2023	54	ST	71	70	70	72	52	70	46	67	1	81	70	70	3	60
3790	453	38	CB	71	70	33	44	56	48	73	78	0	80	57	62	1	43
5401	278	27	CB	71	65	56	47	60	44	71	73	0	75	54	65	1	38
5744	231	24	ST	71	71	56	72	61	75	47	63	1	75	79	73	2	66
8205	744	38	LW	71	70	68	72	70	72	48	58	1	75	74	81	1	60
8963	242	45	RB	71	68	61	53	72	53	77	54	1	75	69	55	2	47
13124	112513	38	CM	71	70	65	70	74	71	65	60	1	70	74	86	1	76
16097	111065	95	GK	71	76	74	72	69	72	69	68	1	62	42	34	0	23
19104	15	14	CB	71	71	33	29	50	45	72	74	0	78	48	38	1	20
19724	393	25	RM	71	67	72	70	73	72	54	56	1	64	68	73	2	77
24717	819	13	RB	71	71	73	48	69	65	74	68	0	76	70	72	1	42
26709	110781	83	CB	71	75	43	60	69	62	70	72	0	77	73	75	1	75
28924	319	46	CM	71	71	60	60	74	73	55	48	0	48	73	60	3	74
31686	111144	126	CB	71	67	53	51	56	56	71	76	0	81	60	71	1	40
33730	110765	167	CDM	71	68	60	61	66	65	73	63	1	86	64	63	1	71
36111	111065	95	CDM	71	74	58	62	69	62	69	62	0	66	73	71	2	57
40805	111070	95	CB	71	69	44	41	56	52	74	80	1	78	58	52	1	34
41233	13	133	ST	71	70	65	64	46	70	49	75	1	88	72	70	1	34
45129	206	27	ST	71	71	71	66	50	67	42	76	0	70	73	72	1	48
45226	688	70	ST	71	66	68	72	72	74	53	62	1	61	70	74	2	70
45462	1795	27	CB	71	69	51	57	71	71	72	67	0	73	68	72	1	45
45473	160	21	CM	71	69	69	71	72	70	65	60	0	68	71	74	2	73
45548	319	46	ST	71	72	83	67	55	62	42	66	0	61	63	72	1	59
45702	200	27	GK	71	68	72	68	66	72	47	73	1	60	25	41	0	25
45721	23	21	CDM	71	71	51	63	68	64	73	67	0	78	68	78	1	60
46577	256	12	LW	71	69	74	70	65	73	43	66	0	62	72	72	2	64
46736	54	27	CB	71	76	60	39	66	52	75	75	1	76	65	56	1	38
46740	711	46	CM	71	68	57	61	68	72	40	44	0	49	75	65	2	61
48752	111044	54	CAM	71	71	54	68	73	72	46	62	1	64	77	69	3	70
48757	479	45	CM	71	71	36	64	74	63	69	56	1	56	63	64	3	74
49633	106	27	LB	71	70	73	67	73	70	67	67	0	65	70	72	1	55
49678	231	7	CDM	71	71	74	67	70	70	69	67	0	62	72	74	1	69
49905	698	95	LM	71	71	61	65	71	69	57	53	1	59	71	69	1	81
50908	210	18	CDM	71	66	52	43	71	60	72	71	0	72	64	46	1	49
51366	1808	25	CDM	71	69	54	67	67	60	73	72	0	76	67	71	1	59
52174	299	36	CAM	71	67	75	71	62	72	55	62	0	67	65	69	2	75
53009	33	21	ST	71	69	74	68	63	69	55	71	0	63	71	67	2	58
53353	1807	14	CB	71	71	66	33	52	47	72	74	1	82	61	50	1	43
53869	1919	14	LB	71	66	55	55	75	74	71	68	1	62	69	66	1	77
53998	8	14	LB	71	68	67	51	63	61	71	64	0	71	60	64	1	59
101875	485	21	GK	71	71	73	67	60	74	27	72	0	63	27	29	0	25
104389	300	36	GK	71	71	72	70	70	77	40	66	0	76	24	33	0	25
104442	88	42	RM	71	71	81	67	64	73	45	51	0	59	68	71	3	69
105663	110500	21	CAM	71	69	69	69	69	68	53	78	0	67	71	72	2	72
105866	54	27	CB	71	74	54	57	62	51	72	71	1	76	60	80	1	76
108658	896	47	ST	71	72	50	68	66	63	62	77	1	73	76	77	2	38
110019	483	45	CB	71	71	55	34	58	46	73	71	0	70	58	38	1	25
110023	468	45	CM	71	71	54	64	74	58	67	54	1	75	64	82	2	62
110376	191	45	ST	71	74	69	70	64	73	42	68	0	65	80	73	2	73
110652	325	45	LB	71	73	71	67	78	76	73	66	1	75	82	77	2	61
110974	479	45	GK	71	72	70	76	61	68	54	75	1	70	27	22	0	25
111137	453	45	CM	71	70	37	64	76	64	65	60	1	67	71	74	2	69
112352	1853	136	CDM	71	68	66	58	67	65	71	75	0	74	66	72	1	54
112595	101097	55	CB	71	70	45	50	58	51	72	71	0	83	59	58	1	46
112628	1808	45	RW	71	70	68	73	73	71	51	50	1	58	73	73	2	78
113188	1842	51	GK	71	72	72	72	60	70	30	74	0	50	28	36	0	25
113343	1795	45	GK	71	71	74	71	75	73	50	67	1	67	73	71	3	75
116391	72	18	CM	71	71	64	60	74	70	69	62	0	65	74	74	2	64
116952	58	18	CDM	71	70	38	69	73	67	68	66	0	73	72	74	1	69
118794	4	14	GK	71	71	72	68	67	77	50	67	0	61	23	27	0	25
122574	1792	42	RB	71	71	72	55	69	70	70	72	0	78	71	76	1	42
127689	29	21	CAM	71	69	76	67	68	76	38	46	0	34	73	63	3	69
133249	206	24	CM	71	72	68	70	74	67	65	72	0	81	75	78	1	71
134809	169	21	LB	71	69	64	47	70	63	73	74	0	76	70	67	1	54
135440	383	54	CB	71	71	53	44	54	44	69	78	1	78	44	44	2	54
135472	569	54	CM	71	71	71	75	76	76	66	61	1	61	76	75	3	76
136074	111292	54	CB	71	71	43	45	43	35	77	67	1	92	46	62	1	34
136113	95	14	CB	71	71	64	32	44	58	73	77	1	91	61	51	1	25
137232	190	27	CB	71	70	52	40	58	37	75	72	1	91	50	59	1	50
137270	693	95	ST	71	69	70	69	65	68	55	74	0	65	68	70	2	69
137987	479	18	CB	71	71	62	55	64	51	71	74	0	83	57	73	1	58
138156	111678	95	ST	71	69	72	73	62	67	51	75	1	71	67	76	1	72
138453	1039	54	CM	71	71	66	72	72	73	49	60	1	60	73	72	3	72
138468	65	12	CB	71	72	43	42	66	44	72	69	1	77	60	64	1	39
138588	229	34	CM	71	70	68	66	74	68	57	60	0	61	74	75	1	63
138673	110832	97	CDM	71	71	41	61	71	69	71	72	1	78	73	84	1	58
138798	242	52	GK	71	72	77	62	63	76	29	69	1	72	34	25	0	25
138841	393	54	LB	71	71	68	70	74	74	71	68	1	70	73	76	2	77
138932	110915	27	ST	71	69	71	70	61	67	45	75	0	73	66	72	2	62
138993	110580	60	ST	71	70	33	73	62	65	48	71	1	83	68	76	1	65
139213	1880	83	GK	71	71	73	68	70	71	50	70	0	70	71	68	3	70
139368	1796	14	CB	71	72	68	37	57	56	71	75	1	82	56	60	1	20
139533	2	42	RB	71	71	68	47	65	65	73	67	0	79	68	58	1	52
139714	112217	40	ST	71	68	76	69	68	69	47	69	0	65	67	73	2	62
140008	111046	54	CM	71	71	75	69	69	74	46	52	1	52	74	69	3	69
142601	110975	55	CAM	71	70	65	68	68	67	63	68	0	77	72	68	3	68
142794	101114	52	CB	71	69	73	53	58	61	71	76	0	80	64	75	1	49
142821	110150	52	CM	71	71	71	74	70	77	41	56	1	56	77	74	4	70
142942	111678	52	CB	71	71	46	48	61	52	69	74	0	81	61	67	1	68
143157	110392	52	LB	71	66	83	62	72	71	61	60	0	49	67	66	1	57
143407	1041	54	CB	71	71	61	55	66	67	76	56	1	56	67	55	3	66
143680	393	51	CAM	71	71	67	68	72	73	47	60	1	69	77	62	3	80
146558	674	45	CB	71	71	48	50	67	62	72	73	0	75	66	65	1	62
147305	1860	45	CM	71	71	53	63	70	66	67	70	0	78	73	81	1	59
148167	110227	40	RB	71	72	78	59	68	64	70	63	0	60	68	74	1	59
149077	569	54	CF	71	71	84	68	65	75	55	58	1	69	75	72	2	56
149165	1844	27	CM	71	71	60	62	73	69	69	63	0	67	72	70	1	46
149231	52	54	CM	71	73	72	68	72	75	69	59	0	61	78	72	2	66
149449	190	27	ST	71	71	76	64	49	68	51	73	0	77	72	74	2	26
149667	110	25	ST	71	70	75	68	62	71	49	73	0	72	70	72	2	62
149866	110456	26	CAM	71	73	77	61	69	79	42	52	1	38	74	68	3	70
150035	206	22	CB	71	73	55	28	53	44	72	72	1	78	57	27	1	37
150415	110500	21	CM	71	70	78	60	71	72	70	70	0	71	69	67	1	60
150539	162	21	CB	71	71	43	32	42	32	75	70	1	70	32	32	1	42
151515	819	13	CB	71	71	59	40	66	38	72	67	0	79	68	72	1	23
152469	17	14	GK	71	70	73	67	59	76	56	71	0	73	26	27	0	25
152787	598	54	CB	71	73	49	45	56	51	70	79	1	79	58	72	1	38
153087	1887	54	CDM	71	71	67	53	63	65	72	69	0	76	67	75	1	66
153176	111706	52	ST	71	71	50	70	67	68	51	81	1	78	77	76	2	55
153608	393	22	LB	71	70	73	50	71	64	71	64	0	65	68	56	2	61
155041	1808	42	ST	71	68	81	67	53	65	48	68	0	65	63	70	1	51
155972	457	45	CB	71	74	30	34	49	38	78	68	1	88	48	59	1	55
156094	1028	52	GK	71	70	68	70	77	76	62	66	1	69	50	41	0	71
156112	111678	83	CM	71	71	66	68	73	70	61	66	0	62	73	76	2	75
156161	111042	54	CB	71	71	57	60	56	39	72	78	0	78	39	60	2	56
156216	110770	39	CAM	71	69	76	67	67	73	52	69	0	70	69	71	2	66
156227	10020	38	RW	71	71	77	63	66	76	48	62	0	64	74	70	3	71
156375	1970	83	LM	71	71	79	62	66	80	46	48	1	55	75	71	3	59
156376	1880	83	ST	71	71	72	69	62	69	47	75	0	73	71	69	1	70
157020	1028	83	CB	71	70	62	46	50	57	72	78	1	77	59	57	1	35
157293	110147	83	RB	71	71	88	57	65	69	66	60	1	44	66	78	1	49
157482	14	42	RM	71	70	78	63	60	71	60	68	0	70	72	67	2	41
157581	50	97	LB	71	71	77	61	72	71	68	64	0	64	74	72	1	70
157618	100409	21	CDM	71	70	53	53	68	59	70	74	0	75	71	73	1	56
157678	232	7	CB	71	73	70	54	67	50	70	71	0	68	57	79	1	69
158088	110364	52	RB	71	69	77	57	67	61	73	68	0	77	60	75	1	52
158089	1877	52	CM	71	70	76	61	70	71	67	62	0	69	73	68	2	58
158375	674	117	LB	71	69	75	65	68	72	66	66	1	63	70	65	2	60
158455	192	27	GK	71	71	72	74	60	72	45	74	1	74	72	74	3	60
158800	1903	34	CAM	71	71	69	67	71	69	65	67	0	72	72	75	1	43
159005	819	54	ST	71	69	75	71	63	76	49	66	0	65	73	73	2	68
159236	237	54	CM	71	69	64	69	74	73	70	62	0	74	75	78	2	72
159354	110636	4	ST	71	71	87	67	59	71	41	66	1	66	68	70	2	48
159382	112513	38	LM	71	69	85	60	66	74	39	51	1	34	73	66	2	50
159566	452	45	CM	71	73	55	65	78	63	58	47	1	61	71	77	2	71
159581	479	45	ST	71	71	73	68	42	58	49	72	0	76	59	77	2	56
161836	1792	52	ST	71	70	59	70	55	63	59	81	1	79	61	75	2	47
161938	110781	52	ST	71	72	65	68	59	64	43	78	0	77	71	73	1	53
161969	1837	27	ST	71	71	69	68	55	69	43	73	0	66	72	71	1	62
162056	97	50	ST	71	71	68	68	39	65	53	78	0	79	66	79	2	55
162328	100634	34	GK	71	71	72	68	69	71	46	73	0	78	29	25	0	25
162441	58	54	CAM	71	70	57	73	62	73	40	72	1	66	75	80	2	71
162470	900	70	LM	71	69	80	66	69	72	52	58	0	61	69	65	2	59
163023	1598	54	ST	71	71	54	68	52	59	55	79	1	85	62	74	1	54
163027	1888	54	CB	71	71	54	45	45	47	72	76	0	83	53	55	1	62
163156	91	25	CB	71	72	70	31	64	60	71	73	0	74	65	50	1	29
163209	7	42	ST	71	75	78	68	62	77	48	75	0	75	78	73	2	37
163342	14	25	ST	71	71	75	71	55	71	46	64	0	70	75	72	1	43
163352	1910	14	ST	71	70	62	69	56	62	48	77	1	89	67	76	1	52
163476	14	14	CB	71	71	71	31	58	62	72	72	0	77	65	43	1	41
163678	47	126	CM	71	71	72	69	68	70	69	73	1	73	70	69	3	68
163694	1032	83	RW	71	73	91	64	66	73	48	66	1	70	70	68	2	60
163761	1952	14	CB	71	74	72	35	48	50	71	76	0	81	61	48	1	24
164034	111042	54	CM	71	71	60	66	69	66	72	74	0	74	66	66	3	69
164079	1970	54	CB	71	73	61	67	65	63	71	75	0	77	68	78	1	78
164162	111043	54	GK	71	69	69	68	71	78	57	70	0	63	33	31	0	25
164301	569	54	CB	71	70	65	49	62	50	70	74	0	78	54	67	1	46
164626	819	13	CM	71	69	64	61	72	66	69	58	0	76	70	72	1	53
165440	1838	54	RM	71	68	80	57	66	75	70	54	0	67	68	70	1	45
165494	110580	52	ST	71	68	93	66	57	70	44	70	1	34	69	70	2	57
165536	450	52	CB	71	73	54	31	51	48	67	78	0	75	55	48	1	46
165735	9	195	GK	71	71	74	67	70	75	52	69	0	70	21	23	0	25
165736	4	14	CB	71	72	64	43	51	47	74	70	1	85	54	63	1	25
165769	112513	54	GK	71	71	72	69	59	74	42	71	0	66	21	23	0	25
165790	1041	54	GK	71	71	74	66	65	77	55	70	0	71	31	39	0	25
165804	112139	54	ST	71	73	51	68	59	66	54	77	0	79	69	75	2	38
165816	44	54	RM	71	79	84	68	74	80	69	59	1	69	79	80	1	62
165911	1474	167	CM	71	71	74	68	69	69	55	60	1	60	69	68	3	69
166844	1843	35	ST	71	74	76	69	55	66	48	77	1	80	66	74	1	71
167306	29	12	CB	71	75	60	34	56	54	72	73	0	75	64	55	1	35
167423	110145	52	LM	71	70	69	73	71	75	61	60	1	63	73	77	2	73
167654	673	7	CB	71	71	46	55	63	54	72	71	1	75	65	67	1	51
167974	110456	18	RB	71	71	54	44	70	63	72	71	0	73	63	61	1	45
168621	1884	38	CM	71	76	76	64	72	73	62	54	0	56	76	68	2	64
168882	607	183	CDM	71	72	66	63	68	61	72	73	1	85	75	79	1	60
168961	111271	136	RW	71	71	88	65	60	75	46	64	1	70	72	71	2	71
168984	71	118	ST	71	66	77	69	56	68	42	72	0	61	66	76	2	51
169408	1824	181	LM	71	73	91	48	66	73	65	58	1	53	72	59	2	47
169410	33	21	LM	71	73	82	66	66	72	52	61	0	68	70	74	2	60
169426	461	45	RB	71	74	70	49	65	63	72	71	0	76	68	60	1	52
169697	88	25	GK	71	75	74	68	72	75	56	69	0	56	32	35	0	25
170771	1860	61	ST	71	71	79	67	54	72	50	68	0	68	72	67	3	54
170915	462	45	CM	71	73	66	54	75	66	65	66	1	68	72	59	1	60
170936	110227	40	CDM	71	73	59	63	73	72	68	66	0	71	75	68	1	57
171017	393	45	CB	71	71	52	29	48	52	71	84	1	78	54	31	1	23
171137	110770	23	CB	71	67	52	47	59	46	70	85	1	78	56	53	1	51
171377	1032	83	CB	71	70	63	48	61	58	71	75	0	77	65	65	1	52
171831	28	14	CB	71	74	74	35	58	59	71	78	0	74	67	64	1	24
171933	231	13	CB	71	72	54	42	50	45	73	76	1	79	60	61	1	30
171977	110395	52	CB	71	74	68	32	54	44	69	74	0	73	54	60	1	29
171993	280	45	CAM	71	74	74	71	69	66	65	65	0	64	72	75	2	68
172092	696	52	ST	71	67	73	68	50	68	45	64	0	58	71	69	2	51
172295	457	45	RB	71	74	76	50	61	70	71	60	0	69	75	60	2	69
172823	1961	14	ST	71	72	76	72	58	73	43	65	1	66	71	75	2	66
172855	78	34	LM	71	70	86	72	66	73	48	64	1	75	71	78	2	67
172886	110636	22	CB	71	69	63	36	53	52	73	72	1	76	54	49	1	29
172937	1799	14	ST	71	71	68	67	57	65	46	74	0	72	71	72	1	32
173434	1878	83	RM	71	75	81	67	66	75	55	59	0	63	71	72	2	71
173530	1952	133	ST	71	77	89	70	67	80	43	48	1	55	76	75	2	76
173608	1824	45	ST	71	75	71	68	51	71	42	68	1	73	74	67	2	70
173703	12	195	CB	71	78	69	54	70	64	73	70	0	75	69	78	1	36
174210	981	191	CAM	71	68	71	71	76	73	54	61	1	62	70	68	2	81
174549	110374	55	CAM	71	80	68	74	76	79	48	58	1	55	86	76	4	80
174596	71	61	CB	71	70	63	51	60	47	69	74	0	78	63	76	1	65
176062	229	95	CM	71	71	68	67	71	69	65	67	0	70	71	69	1	65
176376	1013	52	LM	71	76	77	66	71	68	62	60	0	62	77	80	2	68
176482	217	18	ST	71	70	78	69	64	73	41	55	0	49	71	72	2	52
176603	112525	56	GK	71	68	72	73	67	69	35	75	0	74	34	39	0	73
176613	101104	56	CB	71	73	67	37	48	60	74	69	0	82	63	50	1	26
176618	567	56	CDM	71	72	58	53	67	62	76	75	1	79	67	67	1	42
176674	111050	54	GK	71	70	71	70	70	75	27	68	0	28	25	38	0	25
176680	1932	36	ST	71	73	74	71	49	68	49	72	0	76	63	74	2	58
176732	319	46	CB	71	70	60	43	60	40	72	74	0	77	55	57	1	38
176733	1884	46	ST	71	77	71	68	57	68	44	71	0	72	78	78	2	46
176741	1048	54	ST	71	72	45	71	57	65	52	85	1	91	70	80	1	49
176842	1028	83	LM	71	70	79	66	68	75	65	65	0	66	72	73	3	70
176930	896	55	CM	71	72	71	58	75	68	63	60	1	40	80	81	1	66
177051	1032	83	RB	71	73	76	56	67	69	70	64	0	69	68	67	1	46
177055	1906	46	CM	71	71	43	70	71	62	67	74	1	80	71	76	1	68
177126	15005	136	ST	71	71	72	71	66	70	49	75	0	70	72	72	2	71
177280	298	36	CB	71	71	70	41	58	52	73	69	0	80	54	60	1	31
177404	165	21	CDM	71	72	66	46	68	66	70	68	0	69	70	58	1	44
177508	110596	21	GK	71	72	69	71	69	75	62	70	1	37	27	29	0	25
177571	1903	7	CB	71	69	67	42	56	58	70	69	0	74	60	43	1	39
178043	189	27	CM	71	72	66	61	71	70	62	55	0	64	72	68	2	49
178136	232	7	CDM	71	71	70	61	65	62	71	73	0	70	67	74	1	55
178297	459	45	LB	71	75	81	52	65	65	69	65	0	76	70	60	2	59
178430	192	18	RB	71	71	65	43	66	56	71	74	0	78	63	68	1	43
178448	1844	27	CM	71	72	69	62	73	70	65	58	0	65	73	70	1	73
178556	650	34	CDM	71	72	67	70	73	65	69	68	1	72	69	85	1	82
178684	1896	38	CB	71	74	46	51	62	53	73	73	1	77	64	77	1	73
179547	106	27	GK	71	78	73	71	63	74	50	66	0	67	23	31	0	25
179586	111271	110	CB	71	74	63	39	62	48	72	70	0	83	61	67	1	41
179686	1806	95	CDM	71	71	69	60	64	66	72	75	0	74	69	69	2	57
179712	165	23	RM	71	75	82	69	65	75	40	57	0	51	74	72	2	73
179751	480	52	ST	71	71	59	70	49	61	48	83	1	85	73	80	2	48
179960	166	26	LM	71	74	80	68	57	75	40	63	0	67	74	72	2	55
180334	485	54	CB	71	76	67	44	46	43	72	74	1	80	52	73	1	36
181006	111046	54	CDM	71	76	75	59	70	72	71	61	0	69	75	68	2	57
181349	900	46	ST	71	71	83	73	59	70	47	59	1	70	68	79	2	74
181377	1884	46	RM	71	73	81	68	64	77	45	58	0	68	77	74	2	62
181395	110109	54	CDM	71	76	55	52	57	63	72	67	0	67	74	70	1	46
181721	70	18	ST	71	74	83	71	53	73	46	66	0	59	70	75	2	58
181870	72	126	CDM	71	75	77	62	74	73	67	60	0	68	73	73	2	42
182001	1598	54	CB	71	76	49	34	39	52	72	70	1	91	67	51	1	44
182177	110912	27	CB	71	72	80	30	54	49	73	72	1	68	55	40	1	25
182179	110556	18	CB	71	77	72	33	44	35	72	80	1	92	43	51	1	44
182735	111046	54	CB	71	70	61	39	61	58	72	77	0	76	61	50	1	35
183130	2	14	RM	71	76	82	70	67	78	40	39	1	39	73	69	2	60
183257	112139	54	CM	71	71	77	65	69	72	50	65	0	65	72	65	3	69
183288	50	18	RB	71	76	69	40	60	47	77	75	1	84	60	70	1	53
183332	110329	21	LM	71	74	83	59	70	70	48	62	0	63	71	68	2	54
183339	417	36	CAM	71	79	78	68	64	72	52	60	0	65	73	74	3	58
183346	896	47	CM	71	81	75	74	71	68	65	70	1	73	70	83	1	65
183366	517	54	LB	71	72	78	65	77	72	71	62	1	66	72	73	2	75
183385	1799	97	CM	71	69	74	68	72	73	66	71	1	84	74	85	2	55
183414	1843	27	CAM	71	75	77	65	71	72	51	56	0	61	71	65	3	70
183429	1048	52	CM	71	74	61	64	72	66	72	68	0	82	74	78	1	60
183442	97	14	RM	71	75	79	65	72	70	51	52	0	64	68	72	2	70
183454	1843	27	RB	71	75	71	45	64	68	72	70	0	74	64	66	1	40
